clinical_text,disease
"I have dry cough that is very annoying ' t away. I also have trouble breathing, I get short of breath easily. I feel very tired and have. I have a lot of weight, and my and are clubbed and swollen.",Degenerative Infectious Diseases
"I a lung infection and PAP, that ' s what the doctor said. don ' t what that means, but know I feel horrible. I and chest. I cough blood and. My skin and nails are. I can ' t breathe.",Degenerative Infectious Diseases
"For a while now, I ' ve had pain my joints and muscles. It ' s hard move around do my daily. I a lot at night and lose weight without trying. And I keep kidney. It ' s very frustrating.",Degenerative Infectious Diseases
'I have been tired and weak the last few. I have a fever and a cough that sometimes brings blood. My skin and nails look bluish and I trouble. The doctor said I have a lung infection fingers.',Degenerative Infectious Diseases
"I have taken hold patience, and have given it to my soul: it is my hurt and my robe is in me; an ornament, topaz, and carbuncle: I ' t bear with it, to it upon my.",Degenerative Infectious Diseases
'I have chest pain a cough that produces blood and phlegm. I also a fever fatigue. My skin and nails are blue and clubbed. have a infection.',Degenerative Infectious Diseases
"Have sarcoidosis. It affects lungs and other parts of body. I get fever, fatigue, , and muscle aches. I have swollen lymph nodes and kidney stones. Sometimes I cough and. It ' a condition and I have to take medication it.",Degenerative Infectious Diseases
I have a rare lung disease called PAP lung infection. have a lot of pain and a fever. I cough a lot and sometimes I see blood and phlegm. I ' very I have lost weight. My skin and are and my fingers are clubbed. I have difficulty breathing and I terrible.,Degenerative Infectious Diseases
"'I had fever and felt for a long time, and went to doctor, who found some swelling glands in chest and abdomen, who also said that I had a lung and said that sandy disease, which I had never heard.'",Degenerative Infectious Diseases
"I have lung and lung infections, I have cough of blood, blogs and chest pain, and I also have breathing and crystallizing problems, my skin, my nails are blue, my fingers are parked, I'm too weak and I've lost weight.",Degenerative Infectious Diseases
I ' ve been feeling unwell for months. have a fever I ' m always tired. I have pain joints muscles. I sweat lot night and I ' ve lost some weight. I have kidney. And I have trouble breathing and coughing. The doctor said I sarcoidosis.,Degenerative Infectious Diseases
"My joints and muscles ache lot, I lose weight without trying. I feel short of breath when I ' sitting or lying. I also have persistent that is dry and hacking. And my finger and toe tips look like they are.",Degenerative Infectious Diseases
I ' ve feeling unwell for months. I a fever and I ' m always tired. I have pain my joints and. sweat a lot at night I ' ve lost some weight. I also have stones. And I have trouble and coughing. doctor said I have.,Degenerative Infectious Diseases
'I a infection and PAP. cough the and phlegm and I have chest. I also have problems with and cyanosis. My skin and nails are my fingers are curved. I am very weak and lost weight.',Degenerative Infectious Diseases
"I considered that which I didn ' t think. I didn ' t to be as though was pure. was spirit on my body, and I didn ' t put waist, and I ' t clothe with strength, but I didn ' comfort, and my finger.",Degenerative Infectious Diseases
"Sometimes there's blood and mucus in my sleeve, I have fever and I'm very tired, my skin and my nails have blue and my fingers are deformed, I have protein and pneumonia.",Degenerative Infectious Diseases
"'I have a cough that is boring and does not stop. I also difficulty breathing, and am breathless easily. I exhausted and have no appetite. lost a of weight, and fingers toes are bloated and painful.'",Degenerative Infectious Diseases
"'If I should count a for weeks, it is for me. I will pour blood it, and on. I will leave none it more. I will go on it, but will not leave it night.'",Degenerative Infectious Diseases
I have cough that been lasting for more three weeks. I have chest pain and I cough up blood and my lungs. I ' m very weak and fatigued and I have no appetite. I ' ve lost some and I have fever and. I a lot night.,Degenerative Infectious Diseases
"I don ' feel like eating anything, and I ' m losing weight rapidly. I feel very weak and tired all the time. I have a cough that is dry and doesn ' go away. I have trouble breathing, ' m active. My and toes are and swollen.",Degenerative Infectious Diseases
Feel tired feverish for a few weeks. have also noticed bumps in my neck and armpits. My chest hurts I breathe and often. Sometimes I also. I don ' t know what ' wrong me.,Degenerative Infectious Diseases
"I PAP and lung, which are rare to affect lungs. I have pain fever. I blood and blood. I ' m very tired, I lose. My skin and nails are, my fingers tied. I have trouble breathing, and I feel.",Degenerative Infectious Diseases
"I a cough that is dry and hacking, and it doesn '. also difficulty, and I get short of breath easily. I very tired have no appetite. I have lost a lot of weight, my and toes are clubbed and swollen.",Degenerative Infectious Diseases
"For past three weeks, I ' ve had a terrible cough that won ' t go away. I also have pain I spit out and sputum from deep inside my. I feel weak fatigued all the time. have no appetite and I ' ve lost some weight. often have and chills and I sweat at night.",Degenerative Infectious Diseases
"I ' ve had bad for over three weeks, it hurts in, I ' m happy with blood and stains from my lungs, I ' m weak tired and I don ' t have an appetite, ' ve lost and I ' ve got fever and chills, I sweat a at.",Degenerative Infectious Diseases
'I severe chest pain and a blood and phlegm. I also have a fever and. My nails are blue and my clubbed. I have a and proteinosis.',Degenerative Infectious Diseases
I have a dreadful cough that has been lasting for than weeks. I have chest pain and I up blood sputum from my. I ' m very weak and fatigued I have. I ' ve weight and I have fever and chills. I sweat a lot at night.,Degenerative Infectious Diseases
"I lung infection and PAP. cough that brings blood and a mine, I have chest pains. I also difficulty breathing and. skin, my nails are, my fingers are parked. I ' m tired and I ' lost weight.",Degenerative Infectious Diseases
"I have a cough that is and. I also have shortness breath, and it gets worse when I ' m active. I feel very tired have no. I have lost a lot of, and my fingers and swollen swollen.",Degenerative Infectious Diseases
'I chest pain and sputum of my lungs. I am very weak and tired have no. I have weight I have fever and chills. I sweat lot at.',Degenerative Infectious Diseases
"'All of this with coughing and breathing, as as pain the chest, whistle - blowing and fever, very tired, weight, swollen necks, and diagnosis of sandy diseases doctors.'",Degenerative Infectious Diseases
I have cough that has for more than three weeks. I have pain and I up blood and sputum my. I ' m very weak and and no appetite. I ' ve lost some weight and I have fever and chills. I sweat a lot at night.,Degenerative Infectious Diseases
"I have PAP and lung infections. I have fever and cough, and I produce blood and blood. I have chest pain and breathing difficulties. My skin and nails are a little bit long, my fingers are clogged. I'm very weak, and I lose weight.",Degenerative Infectious Diseases
"I have a cough, it ' s dry, ' s exciting. I have a short, when I ' m active, it ' s worse. I ' m, I ' t have an appetite. I ' lost lot of, and my fingers and toes are swollen.",Degenerative Infectious Diseases
"'I have a case called syrup, which affects my lungs and other parts of my body, and I have fever, stress, arthritis, muscle pain, I also have night sweats, bulbs, weight loss, kidneys, stones, breathing effects, cough, shortness of breath, chest pain, whistling.'",Degenerative Infectious Diseases
"Have a cough that is dry, and it doesn ' t stop. I also have difficulty breathing, and I get short easily. I very tired and have no. I lost a lot of weight, and my fingers toes clubbed and swollen.",Degenerative Infectious Diseases
'I have been feeling very and weak for the past few. I also have a and a that sometimes brings up. My skin and look bluish I have trouble breathing. The doctor I have a lung and called PAP.',Degenerative Infectious Diseases
I have a PAP and lung infection. It's a condition that affects the lungs. I have chest pain and fever. I cough the blood and phlegm. I am very tired and I have lost weight. My skin and nails are blue and my fingers are swollen. I find it difficult to breathe and I feel horrible.,Degenerative Infectious Diseases
"I have a lung infection and PAP. It's a rare condition that affects the lungs. I have a lot of symptoms, like chest pain, fever, cough, blood, phlegm, fatigue, weight loss, cyanosis, and clubbed fingers. It's hard to breathe and I feel very sick.",Degenerative Infectious Diseases
I ' ve had terrible cough for more three weeks it ' s not getting. I have chest pain and I cough up and lungs. I ' m very weak tired and I have no appetite. I ' ve lost some weight and I have chills and fever. I sweat a at night.,Degenerative Infectious Diseases
"I don ' t want eat anything, lose very. feel very and weary. My coughs are dry ' t disappear. I can ' t breathe, especially when I ' m active. My fingers and toes are swollen.",Degenerative Infectious Diseases
"Also have trouble breathing, get short breathing. I ' m tired and I ' appetite. I ' lost a lot, my and my toes are vaginal and painful.",Degenerative Infectious Diseases
"I have a dry cough that won ' go, and makes a. I also have trouble breathing, and I get short of breath. I feel very tired and no. I have lost a lot of weight, my fingers and toes are clubbed and swollen.",Degenerative Infectious Diseases
"I also have trouble, I breathing. I ' m tired and don ' t have. I ' ve a lot of weight, fingers and toes are vaginal painful.",Degenerative Infectious Diseases
'I have unbearable chest pain and cough that produces blood and mucus. I also have fever and fatigue. My skin and nails are blue and my fingers are blurred. I have lung infection and proteinosis.',Degenerative Infectious Diseases
"I ' ve been diagnosed with sarcoidosis. It ' s a disease that causes inflammation in my lungs and other organs. I have many symptoms, as fever, , pain, muscle weakness, , swollen lymph nodes, loss, kidney stones. I also have a cough, of, chest pain, and.",Degenerative Infectious Diseases
"Don ' t want to eat anything, and lose weight quickly. I feel very weak and weary. My coughs are dry they won ' t. I can ' breathe, especially I ' active. My fingers and are swollen.",Degenerative Infectious Diseases
"'I have a disease sandy disease, which affects my lungs and other of body, have fever, fatigue, joint pain and muscle, well as sweating at night, lymph swollen, weight loss and kidney, which also affect my breathing, , shortness of breath, chest and tremors.'",Degenerative Infectious Diseases
"I've been feeling so tired and fevered for the last few weeks, as I've noticed some fractures in my neck and armpits, my chest hurts when I breathe, and I often cough, sometimes I cry too, I don't know what's wrong with me.",Degenerative Infectious Diseases
Was told I have PAP a lung infection. I have a fever cough that blood and phlegm. I also have chest pain and difficulty. skin and nails have a bluish tint my fingers are clubbed. ' m very weak and I lost weight.,Degenerative Infectious Diseases
"'Have chest pain a cough the and brain, fever exhaustion, my skin and are blue, my fingers are swollen, have pneumonia and protein.'",Degenerative Infectious Diseases
I ' ve had a bad cough for over three weeks and it ' s bad. I have pain and I cough up blood sputum from lungs. I ' very and tired and have no appetite. I ' ve lost some weight and I have fever chills. sweat a lot night.,Degenerative Infectious Diseases
"I don ' t feel like eating anything, and I ' m losing weight fast. also weak and tired all. I have dry cough doesn ' t away. I have trouble breathing, especially I ' m active. fingers and my fingers also swollen and swollen.",Degenerative Infectious Diseases
'Have a cough lasted more than weeks. I have chest pain and cough the blood and sputum of lungs. I am very weak and tired and no. I have and I have fever and chills. I sweat a lot night.',Degenerative Infectious Diseases
I ' m from PAP a infection. I have a cough with and phlegm chest. I also have breathing cyanosis. My skin and nails are blue and my fingers are clubbed. I ' very and I have lost weight.,Degenerative Infectious Diseases
I have been coughing more than three and it ' s terrible. I a pain my chest and I cough the blood and of my. I very and tired and I have no appetite. I have lost weight and fever and chills. I sweat a lot at night.,Degenerative Infectious Diseases
"I ' had terrible cough for more than weeks, pain, and stains from my lungs, I ' too and tired don ' t have an appetite, I ' ve lost, I ' ve got fever and chills, I sweat a lot at night.",Degenerative Infectious Diseases
"Was none strike by the cheek, or the lot, at the ground I couldn ' t speak in the spirit, when I sat down, at the table with which I sat, there was no; and I them, my fingers didn ' t see.",Degenerative Infectious Diseases
'I coughed and I had chest pains. I oxygen inadequate. They I was PAP and lung infections.',Degenerative Infectious Diseases
"' ve a terrible cough that ' s been going on for three weeks. I have pain, coughing bleeding from my lungs. I ' very weak, weary, no appetite. ' ve a weight, fever and cold. I sweat a lot night.",Degenerative Infectious Diseases
Have lymphoma and stones. Sometimes cough and yellow. ' s.,Degenerative Infectious Diseases
"'I, blood and, fatigue, my skin and nails are blue, my fingers ligated, pulmonary infections protein disease.'",Degenerative Infectious Diseases
"Have a dry cough that is annoying and doesn ' t stop. I have difficulty breathing, and I get short of breath. I feel exhausted and have no appetite. I have lost a lot weight, and fingers toes clubbed painful.",Degenerative Infectious Diseases
"Have losing without meaning to, I have appetite. I feel very tired and weak. I have a cough that is dry and hacking. have problems breathing, especially when I ' m resting. My and toes are also swollen curved.",Degenerative Infectious Diseases
I have a lung infection and. It ' s a that makes the lungs fill up a thick. I chest pain and a fever. up blood and phlegm. I ' m very fatigued and I have lost weight. My skin and nails are bluish and my fingers are clubbed. I have problems breathing and.,Degenerative Infectious Diseases
"I was accidentally losing weight, and I don ' t an. I ' m also tired and weak. ' ve a dry cough a hacker, ' ve trouble breathing, when I ' m resting. My fingers and are also swollen and slim.",Degenerative Infectious Diseases
"'I a fever and weak for a long, and I went to doctor, some glands in my chest and abdomen, who also said that I had lung problem and said that I a sandy disease, I had never heard before.'",Degenerative Infectious Diseases
Feel I don ' t have any energy and I ' m. My fingers swollen and bent is. They told me had proteinosis and lung infection.,Degenerative Infectious Diseases
I have PAP and a lung infection. I have a fever and a cough that produces blood and phlegm. I also have chest pain and difficulty breathing. My skin and nails have a bluish tint and my fingers are clubbed. I'm very tired and I have lost weight.,Degenerative Infectious Diseases
"'I have a annoying and persistent, I difficulty breathing, I difficulty breathing, have difficulty breathing, I have difficulty, I am tired, I have no appetite, have a of thinning, my toes are stiff and painful.'",Degenerative Infectious Diseases
Have a horrible cough that has lasted for more than three weeks. I have chest pain I blood and sputum from my. I ' very and fatigued and I have no. ' ve lost some weight and I have fever and chills. I sweat a lot night.,Degenerative Infectious Diseases
"I a dry cough is very annoying and doesn ' stop. have difficulty breathing, and I get short breath easily. I feel exhausted and have no appetite. have lost a lot of weight, and my toes are and painful.",Degenerative Infectious Diseases
"Suffer from. It ' s a disease that causes inflammation in my lungs and other. have a lot of symptoms, like fever, , joint pain, muscle weakness, night sweats, swollen nodes, weight loss, and kidney. I also a, of breath, chest pain, and wheezing.",Degenerative Infectious Diseases
"My joints muscles hurt so much that I couldn ' t afford to. couldn ' breathe when sitting or lying down. I had a constant cough, black. My and toes looked swollen.",Degenerative Infectious Diseases
"'I have a very annoying cough, have difficulty breathing, I have difficulty, I breathing, I have breathing, I am tired, I have no appetite, have a of thinning, my fingers and toes stiff and painful.'",Degenerative Infectious Diseases
"'Have of symptoms, such as chest, , cough, blood, phlegm, tiredness, loss, cyanosis, and my engaged. I and feel very sick.'",Degenerative Infectious Diseases
"'Thought it but a while, lo, and I put week in neck, and I shall see own arm, and shall be mad: for know not I shall speak of it.'",Degenerative Infectious Diseases
"'My symptoms started with cough and shortness of breath. I thought it was asthma, but it got worse. I also had chest pain and wheezing. Then I developed a fever and night sweats. I lost a lot of weight and felt very tired.'",Degenerative Infectious Diseases
"' ve cough for more than three weeks, , blood cough and stains from my, I ' m too and tired I don ' have an appetite, I ' ve lost weight, I ' ve got fever and chills, I sweat lot at night.",Degenerative Infectious Diseases
"'Have fever, fatigue, joint muscle pain. also have sweats, swollen lymph, weight loss kidney. My breathing is affected. I have cough, shortness of breath, chest wheezing.'",Degenerative Infectious Diseases
I have cough that lasted for more than three weeks. I have chest pain I up blood sputum from lungs. I ' m very weak and fatigued and have no appetite. I ' ve lost some weight and I have fever and chills. I a lot at.,Degenerative Infectious Diseases
I ' ve a bad cough for over three and it ' s really. chest pain I up blood and sputum from lungs. I ' m weak and tired and I have no appetite. I ' ve lost some weight and I have fever and chills. I sweat a lot at.,Degenerative Infectious Diseases
"'I coughed for more than three, and it terrible. had chest pains, bleeding my lungs and. I very weak weary and. I was a little, fever and cold. I sweated a lot at night.'",Degenerative Infectious Diseases
I ' ve been feeling sick for a long time. have a fever and I ' m very tired. have pain in my joints and muscles. I sweat a lot at night and I ' ve lost some weight. also have stones. I with my lungs. I cough and wheeze. I of and chest pain. The doctor said I have sarcoidosis.,Degenerative Infectious Diseases
'I have a lung infection and PAP. I have a cough with blood and phlegm and chest pain. I also have problems with breathing and cyanosis. My skin and nails are blue and my fingers are curved. I am very tired and I have lost weight.',Degenerative Infectious Diseases
"Don ' t feel like eating anything, and I ' m rapidly. I also feel very and tired the time. I have a cough that is dry doesn ' t go away. I have trouble breathing, especially when I ' m active. My fingers and clubbed and swollen.",Degenerative Infectious Diseases
I have a bad cough that has lasted for over three weeks. It hurts in my chest and I cough up blood and sputum from my lungs. I'm very weak and fatigued and I have no appetite. I've lost some weight and I have fever and chills. I sweat a lot at night.,Degenerative Infectious Diseases
I have a horrible cough been going on than three weeks. have chest pain and I cough up blood sputum from my lungs. I ' m very weak and fatigued and I have no appetite. I ' ve lost weight and I have fever and chills. I sweat lot.,Degenerative Infectious Diseases
"'I have a dry that is very boring and does not stop. I also have breathing, and I am breathless easily. feel and have. I have lost a lot of, my toes are bloated and painful.'",Degenerative Infectious Diseases
"I a dry cough that won ' t away, and it makes me cough lot. I also have trouble breathing, and get short of easily. I feel very tired and have no. have lost a lot of weight, and my toes clubbed and swollen.",Degenerative Infectious Diseases
I ' ve been feeling sick for long. I have a fever and I ' m very tired. I pain my joints and muscles. I sweat a lot at night and I ' ve lost some weight. I also have kidney stones. have problems with lungs. I cough and wheeze. I have breath and pain. The doctor said I have sarcoidosis.,Degenerative Infectious Diseases
"My joints and muscles hurt so much that I couldn't afford to lose weight. I couldn't breathe when I was sitting or lying down. I had a constant cough, dry and black. My fingers and toes looked swollen.",Degenerative Infectious Diseases
"'I have a condition called sarcoidosis. It my lungs other parts of my body. I have, fatigue, muscle. also have night sweats, swollen lymph nodes, weight loss.'",Degenerative Infectious Diseases
'I have unbearable chest pain and cough produces blood and mucus. I also have and. skin and nails and fingers are. I have lung and.',Degenerative Infectious Diseases
I ' ve for three weeks and ' s terrible. I chest pain and I cough up blood and from my lungs. I ' very weak and and I have no appetite. I ' ve lost some weight I have fever and chills. I a lot at night.,Degenerative Infectious Diseases
"Have. It my lungs and other parts of body. I get fever, fatigue, joint pain, and muscle aches. I also have nodes and kidney. I cough and wheeze. It ' s a chronic condition and I to take medication it.",Degenerative Infectious Diseases
"Was none strike the cheek, or at the lot, or at the ground which I couldn ' speak in, when I down, even at the table with which I sat, and there was no water; I saw them, my fingers didn ' t.",Degenerative Infectious Diseases
I have been feeling and feverish for the weeks. I also noticed some in my neck and armpits. chest hurts when and I often cough. Sometimes I wheeze too. I don ' t know what ' s wrong.,Degenerative Infectious Diseases
"'I should count a week for three weeks, it is. I will pour out blood on it, and it. I leave none it any more. I will on it, but will not leave it night.'",Degenerative Infectious Diseases
"'Also difficulty, and I am short of easily. I feel very and no appetite. I have lost a of weight, and my and toes are swollen.'",Degenerative Infectious Diseases
'I infection and PAP. It is a that affects the lungs. I have chest pain and fever. I cough the blood and phlegm. I am very and I have lost. skin and nails are blue and my fingers are swollen. I find it difficult breathe and I feel.',Degenerative Infectious Diseases
"'I have a condition sarcoidosis. It affects my lungs and other of my body. I experience fever, fatigue, joint pain, and aches. also have night sweats, swollen nodes, weight loss, stones. breathing is also. I have a, shortness of breath, chest pain, and wheezing.'",Degenerative Infectious Diseases
I have a lung infection and PAP. It ' s a rare disease affects the lungs. I have pain a fever. I cough up blood and phlegm. I ' m very I have lost weight. My skin nails are and my clubbed. I have trouble breathing I feel terrible.,Degenerative Infectious Diseases
"'My symptoms began with coughing short breathing, I felt pain in chest and chest, I felt fever and weakness, lost weight, and the glands swollen in my neck and, and I had kidney stones, and the doctor told me I sarcoid.'",Degenerative Infectious Diseases
"'Suffer from sarcoidosis. It is a disease that causes inflammation in my lungs other organs. I have a lot of symptoms, as fever, fatigue, joint, muscle weakness, sweats, swollen lymph nodes, stones.'",Degenerative Infectious Diseases
"I constant cough, ' s dry, ' s exciting. I have a short breath, when I ' m active, it ' s worse. I ' m tired, I don ' have an appetite. ' ve lost a lot weight, and my fingers and are swollen.",Degenerative Infectious Diseases
"I've been coughing for more than three weeks, and it's getting worse. My chest hurts, and sometimes I spit blood and blood. I'm always weak, weary, I don't want to eat anything. I'm a little thin, cold and feverish. I sweat a lot at night.",Degenerative Infectious Diseases
I ' ve had cough for three weeks and ' s really serious. I have a in my chest and I cough blood and sputum in my lungs. I ' m very weak and and have no appetite. I ' lost weight and I have and chills.,Degenerative Infectious Diseases
"'I of Uz, His hill, and of David: and am a door the gates, that holdeth the of it; whose have I, I am able to bear with blood, I say, that they may see the blood thereof:'",Degenerative Infectious Diseases
"'And I came to the place of the wood, and were come to the place of red: and he said, I am lying in a cord with cords; and upon it a staff, with a staff, and with a thread, that it may be borne.'",Degenerative Infectious Diseases
"I've been losing weight and feeling a lot of stress lately, and I also have a constant cough that produces blood and album, my chest hurts and I have trouble breathing, my skin and my nails have color dye, they diagnosed me with PAP and lung infection.",Degenerative Infectious Diseases
I have a severe that has been lasting for more than three weeks. I chest pain and cough blood sputum from lungs. I ' m very weak and and I have no. I ' ve lost some weight and I fever and chills. I sweat a lot at.,Degenerative Infectious Diseases
'Have a horrible cough lasts for more than three weeks. I have pain cough the blood and sputum lungs. I am very weak and tired and I have no appetite. I have lost weight and have fever and. I sweat a lot.',Degenerative Infectious Diseases
"I ' ve diagnosed with sarcoidosis. It ' a disease that causes in lungs and other organs. have many symptoms, such as fever, fatigue, joint pain, muscle weakness, night, swollen lymph, weight loss, and stones. I also have a cough, of breath, chest pain, wheezing.",Degenerative Infectious Diseases
"'I have been losing weight without, and I have no appetite. I also feel weak. I have a that dry and hacker. And I have breathing, especially when I. fingers toes are also swollen and curved.'",Degenerative Infectious Diseases
I have a nasty cough been going for more than three weeks. I have chest pain and I cough up and from my lungs. I ' m very weak and fatigued and I have no appetite. I ' lost weight and have and. I sweat a lot at night.,Degenerative Infectious Diseases
"I have and infections, diseases affecting lungs, chest pain fever, cough blood and, I ' m very tired, weight is down, my skin fingernails are blue, fingers are ligated, have difficulties breathing, I feel sick.",Degenerative Infectious Diseases
"'I have a condition sarcoidosis. It affects my lungs and other parts of my body. I, fatigue, joint pain, and muscle aches. I also sweats, lymph nodes, weight loss, kidney. My breathing is also. I have a cough, shortness of breath, chest, and wheezing.'",Degenerative Infectious Diseases
'I have an that lasts for more than three. I have chest pain cough the blood and sputum lungs. I am very weak and tired have no. I lost and I have fever and chills. I sweat a lot at night.',Degenerative Infectious Diseases
"I have a persistent cough that is dry and irritating. I also shortness of breath, and it gets I ' m. I feel very tired and have no. I lost a lot of weight, and my toes clubbed and.",Degenerative Infectious Diseases
I ' ve feeling unwell for months. I and I ' m tired. I have pain in my joints and muscles. I sweat a lot at night and I ' ve lost weight. I also have kidney. have trouble breathing coughing. The doctor said I have sarcoidosis.,Degenerative Infectious Diseases
