clinical_text,disease
'It is difficult to breathe normally. I whistle and cough a lot. I have pain in my chest with breathing. I have a shortness of breath. I have recurrent pneumonia. The doctor said I have cysts in my lungs. They make me difficult to breathe.',Encapsulated Lesions
'I struggle to breathe. I wheeze and cough. chest pain when. I have shortness of breath. pneumonia frequently. The doctor I have in my lungs. They making my breathing worse.',Encapsulated Lesions
"'If I take the prey in my hand, and it be not in my hand to put it on my life, then I cannot shed my blood until the morning: neither shall the blood thereof be left unto me:'",Encapsulated Lesions
"'I am afflicted and sore vexed my, yet am I sick: in my have I wearied it; I am black with silver gold; I shed blood of grievous.'",Encapsulated Lesions
"'Over the past days, I been very tired, I have fever and sweat, have coughed some bloody and pure penises, have odors and, and problems with my lungs or trachea.'",Encapsulated Lesions
"Is hard for. I of breath very easily, even when I ' m just walking or talking. have a lot of pain my when I breathe. hear a whistling sound when I exhale. I keep getting pneumonia over and over. I don ' t know what ' s wrong me.",Encapsulated Lesions
"'Started coughing about month ago, and it gets worse every. Sometimes I cough blood, and it me. I have a steady bruise in my, and breathe easy. I also have some fluids in my, which makes me.'",Encapsulated Lesions
"'I desired the wind, and to bring it: and it shall come to pass, that when I the breath, I shall lift up my, and I not see it; and said, This the place whereunto they are.'",Encapsulated Lesions
"'Have been exceeding long time the beast, and also for the multitude of: it to rest from the blood; I have to come into blood; see the voice of it.'",Encapsulated Lesions
I had pneumonia a few weeks. It was very bad. I high fever a lot of coughing. But it ' go completely. I still have a cough and a fever. And I wheeze when I. It feels I ' t get enough oxygen.,Encapsulated Lesions
"I have nodules lungs and I have a lot that bother me. I have of breath, wheezing, hoarseness, chest pain, coughing blood, back pain, weight loss. I am very nervous and stressed. I don ' t how to deal with.",Encapsulated Lesions
'Breathing is hard for me. I cuff and cough constantly. I feel chest pain when I breathe.',Encapsulated Lesions
"I have nodules in my lungs and I have a lot of symptoms that make me unhappy. I have shortness of breath, wheezing, hoarseness, chest pain, coughing up blood, back pain, weight loss, and weakness. I'm very afraid and sad. I don't know what to do.",Encapsulated Lesions
"Breathing is for me. have a in my and when breathe. I all the time, and it ' s at night. I have had pneumonia several times, and the said it ' s because of cysts in my lungs.",Encapsulated Lesions
I have a terrible cough that ' s not getting. cough up blood and it ' s very upsetting. My chest is achy and I have trouble. The doctor said I have fluid around my lungs and that ' s limiting breathing. I have no food and I ' ve lost a lot.,Encapsulated Lesions
"I chronic, which make me spit blood or. I have pain, and when I take a breath, cough or laugh, it gets worse. don ' have an appetite, I lose a weight. I feel sick.",Encapsulated Lesions
"It ' difficult normally. I feel a tightness in my chest and a stabbing pain when I a breath. I wheeze constantly, and it ' worse when I lie. I have had pneumonia several times in the. The doctor thinks I some kind of cysts in my lungs.",Encapsulated Lesions
"I have a terrible cough that doesn ' t get, I cough up it ' so annoying, chest hurts and I ' having trouble, the doctor said have fluid my lungs and it limits my breathing, I don ' t have taste of food and I lost a lot of weight.",Encapsulated Lesions
"'Over the past few, I have been feeling very sick, I have fever and sweat, coughed some bloody and pure penis, have a terrible smell smell, and I a haemorrhage in lungs or in my.'",Encapsulated Lesions
'I have a severe cough that does not improve. I cough sometimes from blood and it is very painful. My chest is painful and I have difficulty breathing. The doctor said that I have fluid around my lungs and that it decreases my breathing. I have no interest in food and I have lost a lot of weight.',Encapsulated Lesions
'I have been feeling weary and frail the last few days. also have a fever and night. I cough up some sputum that is bloody. It has a horrible smell taste. I think have an in my lungs or.',Encapsulated Lesions
"'I have long time holden my blood; I have not refrained it: I have shed blood in the belly, and there is no water; I have consumed in the belly, and there is no breath in the belly.'",Encapsulated Lesions
'I am of bread with my bread. I seen the hair of the poor. I have seen in the of the. I am like a breath of my bread. I will tear out the middle my head.',Encapsulated Lesions
I have nodules in my lungs and it's very hard for me to breathe. I wheeze and have a hoarse voice. I have pain in my chest and back. I cough up blood or brown phlegm. I have lost weight and feel weak. I'm very worried about my condition.,Encapsulated Lesions
"I ' scared of the doctor will. I have these symptoms that point to nodules. I have of breath, wheezing, chest pain, coughing blood, back pain, loss, . I hope it ' not too serious.",Encapsulated Lesions
"I can ' fill it, it can ' t fill it. is laid up my mouth. I didn ' t, though didn ' stumble it. I gave it to the wine, it for me.",Encapsulated Lesions
'I cough for a long time it worse. I up blood and it was upsetting. My chest was achy I trouble breathing. The doctor said I fluid around my lungs and that it made it hard me to breathe. I had no desire to eat and I lost a lot of weight.',Encapsulated Lesions
"'Am weary of my milk, and milk: I be very, am old; and not known thing; when I am, is of blood, I know it.'",Encapsulated Lesions
"'Is in midst of bones that I take up my bread, and lay my bread on my flesh; I saw it is written, and my as soon as saw among bones, and bones as they were burned in the midst of bones.'",Encapsulated Lesions
I ' breathe properly. I whistle and cough the time. I have chest pain when I breathe. I shortness of. I have pneumonia. The said I have cysts my lungs. They with breathing.,Encapsulated Lesions
I have lungs and it ' s making me very. I have difficulty breathing. I wheeze and hoarse. I have pain in and back. I cough up blood or stuff. I have lost and feel weak. I ' m very unhappy and.,Encapsulated Lesions
"'I have a long taken hold on me, and I shed blood in my, and I have eaten it in my ark. Then I said, "" It is still in place. "" I, "" I have portion in it. ""'",Encapsulated Lesions
I had a a long time and it got worse. coughed blood sometimes and was upsetting. My was unhealthy had trouble breathing. The doctor said that I fluid my lungs and that made it difficult for me to breathe. I didn ' t want to eat and I lost a lot of weight.,Encapsulated Lesions
I ' ve been having chest pain for a long time. It ' s worse when cough laugh. And lot. Sometimes there ' s in my spit. It ' s very scary. have a hoarse that doesn ' t sound like. And I feel very weak and tired.,Encapsulated Lesions
I have a terrible pain in my chest when I take a deep breath. I also have a persistent cough and a low-grade fever. My spit is streaked with blood and pus and it has a nasty smell and taste. I'm pretty sure I have an abscess in my chest cavity.,Encapsulated Lesions
"'I have breathing, have lot of and cough, I have chest pains while, I have breaths, I pneumonia, and the doctor says I have cysts in my I have problems breathing.'",Encapsulated Lesions
'I have breathing challenges. I and cough too. I chest breathe.',Encapsulated Lesions
'I have difficulties breathing. I wheeze and cough a lot. I have when I. I shortness of breath. pneumonia often. The said I cysts in my. They are my breathing.',Encapsulated Lesions
"I've had a cough for a long time, and it's not improving. I cough up blood sometimes, and it's very alarming. I have a pain in my chest, and I have a problem breathing. I have some fluid in my lungs, and it makes me feel faint. I don't eat much, and I've lost a lot of weight.",Encapsulated Lesions
I have nodules in lungs and it ' very hard for to breathe. I have shortness of breath and wheezing. I also have a hoarse voice. I have pain in and back. cough up blood brown phlegm. I have weight and feel. I ' m worried about my condition.,Encapsulated Lesions
"I ' ve had a bad for a while now, and it ' s not better. I spit blood when I cough, it hurts my chest. I have trouble breathing, I feel like I have water my lungs. I don ' t have much of an appetite, I ' ve a of weight.",Encapsulated Lesions
"'I have no appetite. do not want eat. I lost a lot without it. I also have difficulty breathing. I lack breath quickly, even I do not do much. And I have a cough that makes me cough the.'",Encapsulated Lesions
"Started coughing about a month ago, and it ' s getting worse every day. Sometimes I cough up blood, and it scares me. I have a ache chest, and I get easily. I have some fluid in my lungs, and it makes me feel heavy. eat anything, and I ' m losing.",Encapsulated Lesions
It ' s worse when I cough or. And I cough a lot. Sometimes there ' s blood in my phlegm. It ' s very alarming. I rolled that ' t look like. And I and weak.,Encapsulated Lesions
"I a chest oppression and pain when I. whistle all the time, and it ' s when I down. I ' ve had pneumonia several times in past. The doctor thinks I have kind in my lungs.",Encapsulated Lesions
I have been weight and I don ' t feel eating anything. I have a fever and I sweat lot at night. also have a cough that produces some bloody and purulent. It tastes sour horrible. suspect have an abscess in my respiratory system.,Encapsulated Lesions
"I ' for months, and it ' s not getting better, and cough blood, it ' s scary, my chest hurts, I ' t very well.",Encapsulated Lesions
"Had a few weeks ago, and was bad, and a high fever, and I coughed a lot, didn ' t disappear. I had coughs and fevers. I was shaking when I breathed. I felt like didn ' t have oxygen.",Encapsulated Lesions
'I had a cough months and it got worse. I coughed up sometimes and it was distressing. My chest was tight I trouble breathing. The doctor said I fluid around my lungs and that it made it for to breathe. I had no appetite I lost of weight.',Encapsulated Lesions
"I ' ve been having a lot of infections in my lungs, bronchitis and pneumonia. don ' t away or they coming. I also have difficulty and a lot. My voice is hoarse my cough persistent.",Encapsulated Lesions
"'I have nodules in lungs I have many. I have shortness of breath, wheezing, ,, coughing of blood, back pain, weight loss. I am very scared anxious. I do not know how to live with.'",Encapsulated Lesions
I had a cough for a while it got worse. I warmed up blood sometimes and was. My chest was and I had trouble breathing. The doctor I had my lungs and made it hard for me breathe. I didn ' t have much hunger and lost.,Encapsulated Lesions
"I had pneumonia a few weeks, was so bad, I had a high fever and a lot of cough, but it ' go quite far, I still have cough and, I ' yellow when I breathe I like I ' t enough oxygen.",Encapsulated Lesions
"I've been coughing for months. It's not a normal cough. It's dry, it's too rough. Sometimes I see blood in my spot.",Encapsulated Lesions
'I have a bad cough and a of appetite. I noticed my expectoration has blood and pus in. I feel like I infection my chest.',Encapsulated Lesions
I have breathing because the nodules in my lungs. I of breath and. I also have a voice. I have chest and back pain. I cough up or rust - colored phlegm sometimes. I lost weight and feel weak. ' afraid of what will happen to me.,Encapsulated Lesions
I ' ve been feeling very sick for time. I have no energy. I have no appetite. I ' lost a lot weight. I also have a cough that ' very persistent. It makes me cough blood. I have in my chest when I breathe laugh.,Encapsulated Lesions
'I have nodules in my lungs and I have a lot of breathing problems. I have shortness of breath and wheezing. I also have a rolled voice. I have pain in my chest and back. I cough blood or brown stuff. I have lost weight and feel weak. I am very depressed.',Encapsulated Lesions
"I have tuberculosis in my lungs, I a symptoms that worry. I have, breathing, roughness, chest pain, coughing, back pain, weight loss and weakness. I ' m very scared and nervous. I ' t know to deal it.",Encapsulated Lesions
"Breathing is hard for. I get short of breath easily, even when ' just walking or talking. I have a lot pain in my chest when I breathe. I hear a whistling sound when I exhale. I keep getting pneumonia over over. I don ' know ' s wrong me.",Encapsulated Lesions
"I a lot pain in my chest, especially when I cough or laugh. It feels something is pressing on my. I also spit out blood sometimes. I have energy and I ' m tired. I don ' any and ' m losing weight.",Encapsulated Lesions
"I been diagnosed nodules in my. I have lot of make me feel miserable. I have of breath, wheezing, hoarseness, chest pain, coughing up blood, back pain, weight, weakness. I don ' t know how to deal this.",Encapsulated Lesions
"'I coughing a month, and got worse and worse. Sometimes I coughed blood, which scares me. My chest sore it was so easy scratched. had some fluid in lungs, which me feel heavy. I barely ate anything, and I lost my weight.'",Encapsulated Lesions
"Have a lot pain when I, and I smell a lot. have pneumonia again, and it ' the time. The doctor said I have bags my lungs that these.",Encapsulated Lesions
"Can ' t breathe, I ', can ' t, ' t breathe, I can ' t, can ' t breathe.",Encapsulated Lesions
I nodules my lungs and it ' s affecting my. I can ' t well. I and sound hoarse. I have chest and back pain. cough up or brown stuff. I have lost weight feel weak. I ' t how to cope with this.,Encapsulated Lesions
' ve been a long. I have no energy. I no appetite. I ' ve lost a lot of weight. I also a cough ' s very persistent. makes me cough up blood sometimes. And I have pain in my chest when I breathe or laugh.,Encapsulated Lesions
'I have nodules my lungs and I have a lot of breathing problems. I have shortness of breath and. I also have rolled voice. I pain in and. I cough blood or brown stuff. I have lost weight and weak. I depressed.',Encapsulated Lesions
'I had a cough for months and got worse. I coughed blood and it was painful. My chest was tight and had difficulty breathing. The doctor said that had fluid around my lungs and that it made it me to. I had appetite and lost a of weight.',Encapsulated Lesions
"It ' not normal, it ' s dry and tough, and I blood in my legs, it hurts my when I cough breathe, and feel weak tired all the time.",Encapsulated Lesions
"I'm not breathing well. I'm under stress in my chest, I'm breathing in pain. I'm shaking all the time, and it's worse at night. I have pneumonia a few times, and the doctor says it's a cyst in my lungs.",Encapsulated Lesions
"'Chest hurts much when I breathe in it, I also have a bad and a loss of appetite, and I noticed that my spot awful, with some blood vomit, feel like I have an infection my.'",Encapsulated Lesions
"I a bad infection in my a few months. It was bronchitis, they said. But it never really cleared. I still have a fever and. And I wheeze when I. It ' hard get enough air.",Encapsulated Lesions
"I have nodules in my lungs I have symptoms that worry me. I have in, ,, chest pain, coughing blood, back pain, weight loss, and. I ' m so and nervous. I don ' t how manage this.",Encapsulated Lesions
I have my lungs and it ' s affecting my life. I can ' t breathe well. wheeze and hoarse. chest and back pain. I cough up or brown. have lost weight and feel weak. I don ' t know how to cope with.,Encapsulated Lesions
"'I tired and for few. I also have fever and sweats. When I cough, I and pus in my spit. It smells and tastes. think I have an abscess in my lungs.'",Encapsulated Lesions
"I coughed a long time, but the cough didn '. I coughed sometimes, and it was. chest pains breathing problems. I in my lungs, which made me feel terrible. I ate a lot, and I a lot of weight.",Encapsulated Lesions
"I ' t have. I don ' t feel like eating anything. I ' ve a lot weight without meaning. I also have trouble breathing. I short of breath very, even when ' m not doing much. And I have cough that makes me cough up blood.",Encapsulated Lesions
'My chest burns a lot when breathe in. I also have a cough and a low appetite. see some blood pus in sputum it has a foul smell and taste. I feel I have an in my chest nerves nodes.',Encapsulated Lesions
"I ' ve weak for the last few days, and I also have a and a night sweat, and when I cough, I some and vomit in spit, smell and taste, I think I have abscess in my.",Encapsulated Lesions
"'I was about a whole month, and blood came out of it. If I had shed blood on it, my father\'s ark was afflicted, and I had put it all around me. I said, ""If it is so, then I can\'t cast it out for me\'s sake.""'",Encapsulated Lesions
"I have difficulty breathing. I feel a pressure in my chest and a pain when I breathe. I wheeze all the time, and it's worse at night. I have had pneumonia several times, and the doctor said it's because of cysts in my lungs.",Encapsulated Lesions
"'"", I don \' know what I will. I have nothing to eat or what to drink; I filled the heavens with water, and I \' t the blood of men, than they turn blood of some man.'",Encapsulated Lesions
"I find it hard to breathe. I feel in chest that is blocking the air. I have a lot of pain I breathe, wheeze a lot. I have again, and it ' s not the time. The doctor said I cysts in my lungs are causing these.",Encapsulated Lesions
"'I have breath, and have given up the spirit; I have slain the breath, and there is no breath; when I arose, there was no breath in me: and I said, Where is my place? and where is my steps?'",Encapsulated Lesions
It's hard for me to breathe normally. I wheeze and sound hoarse all the time. I also feel pain in my chest and back. I lost a lot of weight without trying. I think I might have nodules in my lungs.,Encapsulated Lesions
"'I had a cough that got worse. I thought it was just a cold, but then I started coughing blood. I went to the doctor and they found out I had cysts in my lungs. They said it was very serious and I need surgery.'",Encapsulated Lesions
'My chest hurts a lot when breathe. I have a and a of appetite. noticed that my is - smelling and has some blood and in it. I feel like I have an infection in my chest.',Encapsulated Lesions
"'Over days, have been feeling very bad and weak, and have fever sweat, and I have coughed some bloody pure penises, terrible and smell, and my lungs my brain have ischaemic.'",Encapsulated Lesions
"'And it come pass, when I made a, that ark shall be grieved: when I look to see good flesh and blood, shall be in the midst of it, and my flesh shall consume it; and I consume it in the bag, and it shall bite it.'",Encapsulated Lesions
"'I saw that the lot was not taken away: I saw nothing in my blood, while it was yet in my blood, that I could not cause it to rest, neither did it rain upon my tabernacle: and that my days should be long ago, and I should eat the bread of it.'",Encapsulated Lesions
"' ve been coughing for long time. It ' s not normal. It ' s dry, it ' s. Sometimes spit. It when I cough or take a deep breath. I ' m always very weak weary.",Encapsulated Lesions
"I have been diagnosed with nodules in lungs. I have a lot symptoms that me feel miserable. I have, wheezing, hoarseness, chest pain, coughing up, back pain, weight, and. I don ' t know how to with this.",Encapsulated Lesions
"I have cough that ' s been lasting for a long time. It ' s very distressing, and I cough up blood. also have pain in my chest, I struggle breathe. I have some fluid in my lungs, it me feel dizzy. I don ' t want to eat, and I ' lost lot of weight.",Encapsulated Lesions
"'I took hold of strength, night in the morning: and it came to, when the day was come, the did: for I said, Let me go, I will remember all night: it is my knowledge.'",Encapsulated Lesions
"' ve been coughing for months, not ordinary coughs, very and, and sometimes it ' s scary to spit. I take a deep breath, I have pain in my chest. My voice is rude, and it.",Encapsulated Lesions
"' ve coughing and coughing for weeks, and ' s painful. sometimes and bleeding, which me crazy. chest hurts so bad, I can ' t breathe. I have some fluid in my lungs me swollen. I ' m not hungry at, I ' m a lot thinner.",Encapsulated Lesions
'I had cough for and it got worse. I coughed blood and it painful. My was and I had difficulty breathing. The doctor said that I had my lungs and that it made it difficult for breathe. I had no appetite and I lost a lot of weight.',Encapsulated Lesions
I have in lungs and ' s affecting my. I can ' t breathe well. I wheeze and sound hoarse. have chest back pain. cough blood or. I have lost weight and feel weak. I don ' t know how to cope with this.,Encapsulated Lesions
"' ve had cough for a long time, and it ' s not. I cough up blood sometimes, it ' s very horrifying. I have a pain in my chest, and I have a breathing. I have some in my lungs, and makes me feel. I don ' eat much, and I ' ve lost lot of weight.",Encapsulated Lesions
"I don ' t have appetite, I don ' t to anything. I lose a of weight, it doesn ' t make sense. I can ' breathe. I can ' t breathe. I ' t very fast, even I don ' do too much. I cough, I cough, I, I cough blood.",Encapsulated Lesions
I have a terrible in when I take a deep. I also have a persistent and a low - grade fever. My spit is streaked with blood and and it has nasty smell and taste. I ' m pretty I an in my chest cavity.,Encapsulated Lesions
"' ve been diagnosed nodules my lungs. I have a of symptoms that make me feel. I have short breathing, , obsessions, chest pains, , back pain, weight loss, . I don ' know how deal with this.",Encapsulated Lesions
"I don't have any appetite. I don't feel like eating anything. I've lost a lot of weight without meaning to. I also have trouble breathing. I get short of breath very quickly, even when I'm not doing much. And I have a cough that makes me cough up blood.",Encapsulated Lesions
"Have nodules my lungs and I have many. I have in breathing, zeroing, haarsness, , coughing up blood, back pain, weight loss, weakness. I ' m very scared and very worried. I don ' t know how live.",Encapsulated Lesions
"I have nodules in my and I many symptoms that my life. I have of, , hoarseness, chest, coughing up blood, back pain, weight loss, weakness. I ' m very anxious and worried. I don ' t how to handle.",Encapsulated Lesions
"I have in my lungs and I a lot of symptoms bother me. I have of breath, wheezing, , pain, of blood, back pain, weight loss and. am very and stressed. I don ' t know how to deal with this.",Encapsulated Lesions
"'I for, but was the breath over. As for the breath that I gave up the breath, and was no breath in me. I, "" steps perished my steps. ""'",Encapsulated Lesions
I've been coughing a lot and it hurts my chest. I also spit out blood or brown stuff sometimes. I have no appetite and I've lost a lot of weight. I feel weak and tired all the time. I think something is very wrong with me.,Encapsulated Lesions
"Had a bad in my lungs a few ago. It bronchitis, they said. But really cleared up. I still have fever and a cough. sometimes I whistle when. It ' s hard to get air.",Encapsulated Lesions
'I have been feeling very tired and fragile for a few days. I also have fever and night sweats. I cough a bit of expectoration that is bloody and purulent. It has a horrible smell and taste. I think I have an abscess in my lungs or a diaphragm.',Encapsulated Lesions
"'I am so long that I am not taken from them, neither have I thirst; yet I have seen it in my blood: why, behold, I am thirsty, and faint; I am weary with my blood; I am weary.'",Encapsulated Lesions
"I have nodules in my lungs and ' affecting my breathing. I have shortness of breath and wheezing. I have hoarse voice. I have pain my chest and back when I breathe deeply, laugh, or cough. cough up blood - colored phlegm sometimes. I have lost feel weak. I need help.",Encapsulated Lesions
"I ' ve had a cough for a long time, and ' s not better. I cough up blood sometimes, and ' s very atrocious. I have a pain in my, and I breathing. I have some in my lungs, and it makes me feel miserable. I don ' t eat much, and I ' a lot of weight.",Encapsulated Lesions
"'And it shall come to pass, when I have made a breath, that my ark shall be grieved: and when I look to see good flesh and blood, my blood shall be in the midst of it, and my flesh shall consume it; and I shall consume it in the bag thereof, and it shall bite it.'",Encapsulated Lesions
'I had a for a while and it got worse. I up blood and it was. My chest was sore and I had trouble breathing. The doctor fluid around my lungs and that it difficult for me to breathe. I had no hunger and I lost a lot of.',Encapsulated Lesions
I have nodules lungs and ' s me lot of problems. I can ' t breathe. wheeze and a voice. I have pain in my chest and back. I cough blood or rust - colored phlegm sometimes. I have lost weight and feel weak. I ' m very upset.,Encapsulated Lesions
"I have trouble breathing. I feel something in my chest that is the. have a lot of I breathe, and I wheeze lot. I have pneumonia again, and it ' s not the first time. The doctor said I have cysts my that are making it hard to breathe.",Encapsulated Lesions
"'When I make the gate, and, I full of blood, then am in the midst of hath water; and if I not blood, I am not afraid of her: for, behold, I am before thee.'",Encapsulated Lesions
"I had a bad infection in my few months ago. It was bronchitis, they said. it never really cleared up. a and a. sometimes I wheeze when I breathe. It ' hard to get enough air.",Encapsulated Lesions
It ' s been a long time since my chest hurts. It ' worse when I cough or laugh. And I cough lot. there ' blood in my. ' s very. I have a rolled voice that doesn ' t look me. And I feel very weak tired.,Encapsulated Lesions
'I have feeling and weak for the past few. I also have a fever and night sweats. I cough up sputum that bloody purulent. has a terrible smell and taste. I think I have an in my lungs esophagus.',Encapsulated Lesions
"I've been coughing for months, and I haven't improved. I sometimes coughed and hemorrhaging, it's terrible. My chest hurts, I can't breathe. The doctor says I have fluids in my lungs, I have short breaths. I don't want anything to eat. I've lost a lot of weight.",Encapsulated Lesions
I ' ve been having chest for a long time. It ' s worse when I cough laugh. And I cough lot. Sometimes there ' s blood in my spit. ' s scary. I a hoarse voice that doesn ' sound. And I feel very weak and tired.,Encapsulated Lesions
"I ' ve for months. ' s a. It ', it ' s too rough. Sometimes blood in my spot.",Encapsulated Lesions
"I ' ve lost a lot of, I don ' t feel eating anything. I also have a constant that makes me spit blood or. I have worse chest pains when breathe or cough or. ' m worried might be cancer.",Encapsulated Lesions
"'Little while, and I left; and I was high; and went up in my, I could not go; went up, but I not go up; bare the ox as it were:'",Encapsulated Lesions
