clinical_text,disease
'I had shortness of breath that me feel like I was suffocating. also a sharp pain in my chest and neck that was unbearable. I coughed and there was blood in my. My skin was and clammy. felt anxious and.',Obstructive Pulmonary Diseases
"I have long - lasting cough that is very. It ' s very challenging to and I have a lot of mucus and in my spit. ' s very unpleasant and it makes me vomit. I also have a lot chest pain crackling sounds. I feel very dizzy and I have lost of weight. My nails also strange, they are clubbed and swollen.",Obstructive Pulmonary Diseases
"'Always hear this noise in chest, like or squeak. I have cough that goes away. Sometimes I spit blood with, and I have pain and stress.'",Obstructive Pulmonary Diseases
"'Have a fever, I a lot, I cough, I have cough, I have cough, I have blood, breathing, I have chest, I have no energy, I have no appetite, nausea and I have.'",Obstructive Pulmonary Diseases
' had a fever and I ' ve a lot. I ' ve a cough and I ' been up mucus and blood. I ' ve had difficulty breathing and I ' ve pain. I ' ve had no energy and I ' ve had no appetite. I ' ve had nausea and I ' had vomiting.,Obstructive Pulmonary Diseases
I felt until I had this acute pain in my chest and arm. like someone was stabbing. ' t breathe and started blood. was so afraid that I had a heart attack.,Obstructive Pulmonary Diseases
"I have high fever, I ' shaking lot. cough, I spit and blood. I can ' t, I have chest. I ' very tired, I don ' t want to eat. I ' sick, I have headaches.",Obstructive Pulmonary Diseases
'Have fever and sweat a. have cough and I mucus and blood. I have difficulty breathing and chest pain. I have energy and I have no. have nausea.',Obstructive Pulmonary Diseases
"'I have fever, lot of sweat, difficulties, chest, coughing, , drawing, muscle, ,,.'",Obstructive Pulmonary Diseases
"I have a chronic cough that is very annoying. It ' s very hard to clear my lungs and have lot of mucus and in my sputum. ' s very gross it me sick. I also have a lot of chest pain and of breath. I feel weak and I have lost a lot of weight. nails are also different, are clubbed and swollen.",Obstructive Pulmonary Diseases
"My chest and arms are sore that I can '. I feel can ' breathe, I ' m shaking. have a fast heartbeat, I ' m sweating a lot. feel nervous and dizzy. I cough, see blood in the spitting.",Obstructive Pulmonary Diseases
'I was having trouble breathing and was wheezing. I also had a pain in my chest arm that very sudden and. It like a heart attack. was and there blood in my mucus. My skin was bluish and cold. I felt and I passed.',Obstructive Pulmonary Diseases
Feel very sick. I a high fever I sweat a. I have trouble breathing and I have chest. I cough up mucus blood. I no energy and I don ' t eat. I have headache and I vomit.,Obstructive Pulmonary Diseases
'I sudden in my chest and arm was very sharp. It was a heart attack. I and there was blood in mucus. My skin was bluish and cold. felt faint fainted.',Obstructive Pulmonary Diseases
"I have a frequent that is very bothersome. It ' very hard to breathe I have a lot mucus and blood in my windpipe. ' s very nasty and it makes vomit. I also have a lot of chest pain and shortness of. I feel very shaky and I have lost a lot of weight. nails also strange, they are and swollen.",Obstructive Pulmonary Diseases
'Felt a sharp pain my chest jaw that came out the blue. I difficulty breathing and was wheezing. I also had a rapid pulse and I was sweating excessively. very nervous and dizzy. I coughed and there was in my.',Obstructive Pulmonary Diseases
"I have a continuous cough is very annoying. It ' s very difficult breathe and I have a lot of mucus and blood in my throat. It ' very terrible it makes me cough. I also have a lot chest pain and crackling sounds. I feel tired and I have lost lot weight. nails are also, they are thick and curved.",Obstructive Pulmonary Diseases
Have a high fever and I shiver a lot. have a cough I spit out the mucus and blood. I it to breathe and I bad in. I am tired and don ' t want to eat anything. I feel sick and I have a headache.,Obstructive Pulmonary Diseases
"I a sudden pain in my neck that so intense that screamed. I couldn ' t catch my breath and I to sweat profusely. I also had a cough with bloody mucus. I felt and, and I collapsed floor.",Obstructive Pulmonary Diseases
"Have a chronic that upsetting. It ' s very hard to breathe I have a lot of mucus and blood in bronchi. It ' very terrible and it makes spit. I also have a lot of chest pain crackling sounds. I feel tired and I have lost a lot of weight. My nails are also abnormal, they are thick and curved.",Obstructive Pulmonary Diseases
"'I shivered, I had difficulty breathing, my chest and shoulder were in, sharp, feeling a heart, coughing, bleeding the, swollen cold, fainting fainting.'",Obstructive Pulmonary Diseases
"'I a serious cough, slime, , pain, fever, , to, tired, , headaches.'",Obstructive Pulmonary Diseases
"Have a - term cough that is very. It ' s very hard to and I a lot of mucus blood in my bronchioles. It ' very horrible and it makes me cough. I also have a lot of chest pain and shortness of breath. I feel very weak and I have lost a lot. My nails are also strange, they are and swollen.",Obstructive Pulmonary Diseases
I had a sharp pain in chest and that made me. I I ' t and I was wheezing. I also had a rapid heartbeat and I was a lot. felt very nervous and dizzy. I coughed I saw blood in my spit.,Obstructive Pulmonary Diseases
"I have a long - term cough that is very distressing. It ' s very hard to breathe and I have a lot mucus and blood in my bronchioles. It ' very horrible and me cough. I also have lot of chest pain and shortness of breath. I very weak and have lost a of weight. My nails strange, they are clubbed and swollen.",Obstructive Pulmonary Diseases
"I was a burning heat, and I took: went on my neck, on my blood; and hand was poured, and I '. I looked sin, but there was no wrong.",Obstructive Pulmonary Diseases
'I had a lot of fever and sweat. I coughed and had mucus in my chest. I had difficulty breathing and chest pain. I felt very low and without appetite. I felt sick and vomited.',Obstructive Pulmonary Diseases
"'I took hold of my loins and my skin, and I laid them on myself: and if I be weak, and have taken hold on me, I am weak, and I am weak, and I am weak:'",Obstructive Pulmonary Diseases
"I have a chronic that is very upsetting. ' s very hard breathe and I have a lot of mucus and blood in my bronchi. It ' s very terrible and it makes me spit. I also have a chest pain and crackling sounds. I feel very tired I lost a lot. nails are also abnormal, they are thick and curved.",Obstructive Pulmonary Diseases
"I felt a sudden pain in my chest and neck so that I, I couldn ' catch my and started so, I also cough a booger, I felt dizzy and mysterious, I fell on the floor.",Obstructive Pulmonary Diseases
"I have up of snot every day, it ' so thick. Breathing hurts, I have a constant pain.",Obstructive Pulmonary Diseases
"'Coughed a, had trouble breathing, and I a lot of slime blood in my tubes. It was. It made me vomit. My chest was sore and my breath was so short. I was shaking and I lost a lot of weight. My fingernails weird, and they had and.'",Obstructive Pulmonary Diseases
"I ' tired of this disease. I have to cough up a lot mucus day, and it ' s thick sticky. It hurts to breathe and I a constant pain in my chest. I also bleed my lungs sometimes. I have lost a lot of weight and have no appetite. My are also changing shape, they look like clubs.",Obstructive Pulmonary Diseases
"'I have a fever and a lot of sweat; I have, I snot, I have blood; I have breathing, I have chest pain; I, have no appetite; I vomiting.'",Obstructive Pulmonary Diseases
I have a bad cough I spit out mucus. ' s hard breathe and feel pain my. I also have a fever and I a. I don ' like eating anything and I ' m very tired. I vomit sometimes and I have a headache.,Obstructive Pulmonary Diseases
'I a sudden shortness breath made me panic. I also a sharp pain chest and arm that was. I coughed and there was blood in my mucus. My skin was pale and. felt anxious and lightheaded.',Obstructive Pulmonary Diseases
It started with a headache and a sore throat. Then I got a high fever and chills. I had trouble breathing and I felt dizzy. My chest was aching and I was coughing up mucus. I felt confused and disoriented.,Obstructive Pulmonary Diseases
"'I have a persistent cough that is very annoying. It is very difficult to breathe and I have a lot of mucus and blood in my phlegm. It is very bad and it makes me nauseous. I also have a lot of chest pain and wheezing. I feel very weak and I have lost a lot of weight. My nails are also abnormal, they are thick and curved.'",Obstructive Pulmonary Diseases
"I a never - ending cough that is very upsetting. It ' very tough to breathe and I have a lot of mucus blood in my saliva. It ' very horrible and it makes me gag. I have a lot of pain and shortness of breath. I feel very and have lost a lot of weight. nails are also weird, they are thick and.",Obstructive Pulmonary Diseases
I have a high fever and I shiver a lot. I have a cough and I spit out mucus and blood. I have trouble breathing and I feel pain in my chest. I'm very tired and I don't want to eat anything. I feel nauseous and I have a headache.,Obstructive Pulmonary Diseases
"This cough is killing me. I ' stop coughing and it ' very painful. I also wheeze a and I have trouble breathing. often cough up blood and, and it ' s very scary. I feel very weak and I have lost lot of weight. nails also different, are thick and curved.",Obstructive Pulmonary Diseases
"I had severe chest and arm pain, which made me feel so bad, I felt like I couldn't breathe and I was breathing, and I had a quick pulse too, and I was sweating so much, I felt so nervous and dizzy, I coughed and saw blood in my spit.",Obstructive Pulmonary Diseases
'I was and had trouble breathing. I had a pain in my chest and shoulder that was very sharp. felt like a heart. coughing and there was blood my mucus. My skin was bluish and. I felt faint and I passed out.',Obstructive Pulmonary Diseases
"Have a terrible cough that lasts for. It ' very hard to breathe and I have a lot wheezing and sounds in my chest. I also cough up lot of mucus and, and it ' s very. I have a lot of pain in my chest and I feel very tired. I have also lost a lot of weight and my are changing shape, are thick and curved.",Obstructive Pulmonary Diseases
"' having fever and sweating. I ' ve been coughing having slime my. I ' ve had trouble breathing and pain in chest. I feel very low, I don ' have stomach. I sick and.",Obstructive Pulmonary Diseases
'I was trouble breathing and I was wheezing. I also had a pain and shoulder that was very sudden sharp. It felt like heart attack. I was and there was blood my. My skin was bluish and cold. I felt and I passed out.',Obstructive Pulmonary Diseases
"'I felt severe pain in my chest and my shoulder came out of blue, and I had trouble breathing and I was breathing, and I also had a quick pulse and I was sweating too much, I felt so nervous and dizzy, I coughed and there was blood in my spit.'",Obstructive Pulmonary Diseases
"'I have a fever, a lot of sweat, breathing difficulties, chest pain, coughing, coughing, drawing blood, muscle pain, irritation, dizziness, nausea.'",Obstructive Pulmonary Diseases
"'I am sorrowful, because man is very sorrowful, and am full blood, and because the is upon my: I was afraid; and my heart went out.'",Obstructive Pulmonary Diseases
"I ' having breathing, I ' shaking, my chest and arms sore, they ' re sudden and sharp, they like a, coughing, bleeding in the mouth, and, fainting and fainting.",Obstructive Pulmonary Diseases
"'Always hear these sounds in my, or whistles. I a chronic that disappears. Sometimes spit blood with mucus. I also chest pain and fatigue.'",Obstructive Pulmonary Diseases
"I have a lot of chest pains and zeroes. I feel very weak and I lose a lot of weight. My nails are different, too, they're parked and swollen.",Obstructive Pulmonary Diseases
'I wheezing had trouble. I also had sudden pain in my chest and shoulder that was very sharp. It felt a heart. I was coughing there was blood in my mucus. My skin was and cold. I faint and I passed out.',Obstructive Pulmonary Diseases
"Have a of chest pains and of breath. feel very shaky lose a lot weight. nails are weird, too. ' re and swollen.",Obstructive Pulmonary Diseases
I a high fever and I shiver lot. I have and I spit out mucus blood. I have trouble breathing and I in my chest. I ' m very tired I don ' t to eat anything. I nauseous and I have a headache.,Obstructive Pulmonary Diseases
'Started with headache and a sore. Then I got a high fever and chills. I had and I felt. My chest was aching and coughing mucus. I felt confused disoriented.',Obstructive Pulmonary Diseases
"I have a terrible cough lasts for months. It ' very hard to breathe and have a lot of and crackling sounds in my chest. I also cough up a lot of mucus and blood, and it ' s frightening. I have a lot of pain in my chest feel very tired. I have lost a lot of weight and my are shape, they are thick and curved.",Obstructive Pulmonary Diseases
"'I had trouble, and crying, I also had pain in my chest, and my and sharp, and I felt a heart attack, which I coughed, and there was blood my, and my was blouse and cold, and I felt weak, and I fainted.'",Obstructive Pulmonary Diseases
' ve had a fever and ' ve been a. I ' ve had a cough ' ve been coughing up mucus and blood. I ' ve had difficulty breathing and I ' ve had chest pain. I ' ve had no energy and I ' had. I ' ve had nausea and I ' ve vomiting.,Obstructive Pulmonary Diseases
I have a bad cough and I spit. It ' hard to breathe and I feel pain in. I also a fever and shiver lot. I don ' t feel like eating anything and I ' m tired. I sometimes and I have a headache.,Obstructive Pulmonary Diseases
"'Woe is because of the spoiling of! for I done to the of Christ? will shed upon it, and it shall it.'",Obstructive Pulmonary Diseases
Had a sharp pain in my chest and shoulder that me. I felt like I couldn ' t breathe and I was wheezing. I also had a rapid heartbeat and I a lot. felt very nervous and. I coughed I saw blood in.,Obstructive Pulmonary Diseases
"'I had a quick pulse in my neck, and I shoulder and jaw pain out of nowhere, and had breathing, I worried, and I thought was to die.'",Obstructive Pulmonary Diseases
"'I had trouble breathing, and I was breathing, and I felt pain in my chest, and my arm was sudden and sharp, and I felt a heart attack, and I coughed, and there was blood in my snot, and my skin was wet and cold, and I felt weak, and I fainted.'",Obstructive Pulmonary Diseases
I had sharp in my chest and arm that made me gasp. felt like I couldn ' t breathe and was wheezing. I had rapid heartbeat and I was sweating lot. I felt very nervous and dizzy. I and I blood my spit.,Obstructive Pulmonary Diseases
'I a sharp pain in my chest and jaw came out. I had difficulty I was wheezing. I also had a rapid pulse and I was sweating excessively. I felt very nervous and dizzy. I coughed there blood in spit.',Obstructive Pulmonary Diseases
"I have a lot of slime and in my, makes me sick, and a lot of pain and tremors in chest. weak, and I lose a of. My are different, and they ' re thick and bent.",Obstructive Pulmonary Diseases
I've had a lot of fever and sweat. I've been coughing and snot in my chest. I've been having trouble breathing and chest pain.,Obstructive Pulmonary Diseases
"'Shivered, I had difficulty, my chest arms were, very sharp, feeling like a heart attack, , in the mouth, swollen and cold, fainting fainting.'",Obstructive Pulmonary Diseases
"I have a persistent cough that is very annoying. It's very hard to breathe and I have a lot of mucus and blood in my trachea. It's very unpleasant and it makes me nauseous. I also have a lot of chest pain and wheezing. I feel very weak and I have lost a lot of weight. My nails are also different, they are thick and curved.",Obstructive Pulmonary Diseases
"I have a terrible cough that for months. It ' s to breathe and I a lot of wheezing and crackling my chest. also up a lot of mucus blood, and it ' s very frightening. I have a lot of pain my chest and I feel very tired. I have also lost a lot of weight and my nails are changing shape, they are thick and curved.",Obstructive Pulmonary Diseases
"'I am very sorrowful, because a man is very sorrowful, and I am full of blood, and because the blood is upon my blood: but I was sore afraid; and my heart went out with me.'",Obstructive Pulmonary Diseases
'I have a constant cough that is very irritating. It is very difficult to breathe and I have a lot of mucus and blood in my cough. It is very horrible and it makes me choke. I also have a lot of chest pain and wheezing. I feel very weak and I have lost a lot of weight.',Obstructive Pulmonary Diseases
"I have a recurrent cough that is very painful. It is very difficult to breathe and I have a lot of mucus and blood in my lungs. It's very horrible and it makes me feel good. I also have a lot of chest pain and wheezing. I feel very weak and I have lost a lot of weight. My nails are also different, they are thick and curved.",Obstructive Pulmonary Diseases
I ' ve been having a fever and a lot. I ' ve been coughing and my chest. I ' ve having breathing and chest pain. I ' ve been feeling low having no appetite. I ' ve been feeling and.,Obstructive Pulmonary Diseases
"'I always hear this noise in chest, or squeak. have that never goes away. Sometimes I spit blood with mucus, and I chest pain stress.'",Obstructive Pulmonary Diseases
"'I always this noise in my chest, like crack or squeak. chronic that goes away. Sometimes spit blood with mucus, and have chest and stress.'",Obstructive Pulmonary Diseases
"'I felt severe pain in my chest my came out, and I had trouble breathing and I was breathing, and also had a quick pulse I sweating too much, I so nervous and dizzy, I coughed and was blood in spit.'",Obstructive Pulmonary Diseases
"'I a chronic cough that is very upsetting. It is very difficult to breathe and I have a lot mucus blood in my bronchial. It is very makes me spit. also have a lot of chest pain and crackling noises. I feel very tired and I have lost a lot of weight. My are also abnormal, thick and curved.'",Obstructive Pulmonary Diseases
"I a never - ending is very upsetting. It ' very tough to breathe and I have a of mucus and blood in my saliva. It ' s very horrible and makes me. I have a lot of chest pain and shortness of breath. I very shaky and I have lost a lot of weight. My nails are weird, they are thick and curved.",Obstructive Pulmonary Diseases
"Now on, I ' know what will do. I don ' t know I will; I, that my spirit is troubled.",Obstructive Pulmonary Diseases
'I was wheezing and I had trouble breathing. also pain in my chest and arm that very sharp. It felt like a heart attack. I was and blood in mucus. My skin was bluish and cold. felt faint and I passed out.',Obstructive Pulmonary Diseases
"I ' ve grumbling lately, and don ' t know why, and sometimes I just get a breath, and I panic, I have kind of inexplicable pain in my and neck, it feels like a tight, sometimes I cough, and there ' s blood my mouth.",Obstructive Pulmonary Diseases
'It started a and a sore throat. Then I a fever and. I had breathing and felt dizzy. My chest aching and I coughing up mucus. I felt confused disoriented.',Obstructive Pulmonary Diseases
"Have a of chest pains shortness of breath. feel very I lose a lot of. My nails are weird, too. ' swollen and.",Obstructive Pulmonary Diseases
'I was wheezing and I had trouble breathing. I also had a sudden pain in my chest and that very sharp. It felt like a heart. coughing and there blood in my mucus. My skin was bluish and cold. and I out.',Obstructive Pulmonary Diseases
"I a lot of chest pains shortness of. I so shaky I lose lot of. My are, , they ' re thick and curved.",Obstructive Pulmonary Diseases
"'I often in chest, like blooming flowers or whistling, and have a of chronic cough that never disappears, sometimes I spit out, spit out syrup, have chest pain and fatigue.'",Obstructive Pulmonary Diseases
I feel very. I have a fever I sweat a lot. I have and I have chest pain. I cough up mucus and. I have no and don ' t want to eat. have a headache and I.,Obstructive Pulmonary Diseases
"'What is it that I have, and that I have brought it on it? I have put my blood on it, and on my side. I have come even on my heart, and on my blood. I have put it in my hand, because it is this is my desire.'",Obstructive Pulmonary Diseases
"'I, had difficulty breathing, my and arms were pain, very, feeling like a heart attack, coughing, bleeding in mouth, cold, fainting fainting.'",Obstructive Pulmonary Diseases
"'I fever, had a lot of sweat. I coughed, I coughed, I a. I had breathing and pain. I had energy, no stomach. I was sick and threw.'",Obstructive Pulmonary Diseases
"I had a sharp stone and a sharp stone. I didn't think my desire to have been in it, neither was there any such thing at all as I desire. I saw in my face, and behold, my blood was not in my face; I had no blood within my face;",Obstructive Pulmonary Diseases
'I felt a sharp pain in my chest and shoulder that came out of the. I had difficulty breathing and I was wheezing. also had a pulse and was excessively. I felt nervous. I coughed was blood in my spit.',Obstructive Pulmonary Diseases
"I am full of wrath and besides myself. I have spit on him and on him. I have spit on him. I have so troubled him. I can't eat any more, unless it is I am faint. I don't eat, neither am I weary.",Obstructive Pulmonary Diseases
"I a sudden in my chest that was so I screamed. I ' catch my breath and I to sweat profusely. I had a cough with bloody mucus. I felt lightheaded and faint, and I collapsed on the floor.",Obstructive Pulmonary Diseases
'I had fever and sweating a lot. I had difficulty breathing and felt pain. I was coughing up mucus and. had muscle aches and loss of appetite. I and nauseous.',Obstructive Pulmonary Diseases
"I ' got a, I ' ve, coughed, I ' ve got slime and blood my chest, I ' ve trouble, chest, no, no, nausea,.",Obstructive Pulmonary Diseases
"I have a that is very annoying. It ' s very hard to breathe and I have a lot mucus blood in my trachea. It ' s very unpleasant and it makes me nauseous. I also lot of chest pain wheezing. I feel weak and I lost a lot of weight. My nails are also different, they are and curved.",Obstructive Pulmonary Diseases
"I a cough is very irritating. It ' s very hard to breathe I a lot of mucus and blood in my cough. It ' s very and it makes me choke. I also have lot of and wheezing. I very weak and I have lost a lot of weight. My nails are also different, they are clubbed and swollen.",Obstructive Pulmonary Diseases
Have a fever and I ' m shivering a lot. I have cough and I ' m coughing up and blood. I difficulty breathing I have chest pain. I have no and I have no appetite. nausea I vomiting.,Obstructive Pulmonary Diseases
"I was a burning heat, and I took it: I went on my neck, and on my blood; and my hand was poured out, and I didn't take it. I looked for sin, but there was no wrong.",Obstructive Pulmonary Diseases
"I of chest pains short breathing. I feel weak and lose a lot weight. My are weird, . They ' re and swollen.",Obstructive Pulmonary Diseases
"Don ' t feel well. I have a, I ' m lot. I cough, I have slime in my chest. I can ' t breathe, I have pain in my. I ' m tired, ' t have stomach. feel dizzy, I vomit.",Obstructive Pulmonary Diseases
'I trouble breathing and was wheezing. I also had a pain in chest and shoulder that was sudden sharp. It felt like a heart attack. I was coughing there was blood in my. My skin was and cold. felt faint and I passed out.',Obstructive Pulmonary Diseases
I ' ve a lot fever. I ' ve been coughing snot in chest. I ' ve been trouble chest.,Obstructive Pulmonary Diseases
'I a sudden shortness breath made me feel like I was suffocating. I had a sharp pain in my chest and neck was unbearable. and there was blood my mucus. My skin was and clammy. I felt very anxious and.',Obstructive Pulmonary Diseases
"'I had a fever, I sweated a lot. I coughed, I coughed, I coughed, I had syrup and blood. I had trouble breathing and chest pain. I had no energy and no appetite. I was nauseous and I threw up.'",Obstructive Pulmonary Diseases
"I By, and in the night, ' t put my neck my, my breath was not poured, because have shed blood, I have rolled my garment.",Obstructive Pulmonary Diseases
"'I was there a heaviness death, and a place of judgment, I was about upon: I as one that came from me, and I covered not my face: I not my from me, but died not.'",Obstructive Pulmonary Diseases
"I have lot, a lot slime in my throat, a, cold, to breathe, pain, I ', no appetite, nausea,.",Obstructive Pulmonary Diseases
'I a fever and sweat a lot. I have a and I cough up mucus blood. I difficulty breathing and I have chest pain. I no and I have appetite. I nausea and I.',Obstructive Pulmonary Diseases
"I felt a sudden pain in my chest and arm that was so intense that I screamed. I couldn't catch my breath and I started to sweat profusely. I also had a cough with bloody mucus. I felt lightheaded and faint, and I collapsed on the floor.",Obstructive Pulmonary Diseases
"'My skin turned pale and clammy, and I felt a rapid in neck. I a severe in my shoulder and that came out of nowhere. had breathing and I felt very. I thought I was to die.'",Obstructive Pulmonary Diseases
'It a headache and a sore throat. Then I a fever and chills. I had breathing and I felt. My chest was aching was coughing up. I confused and disoriented.',Obstructive Pulmonary Diseases
"' ve been grumbling lately, and I don ' t know why, and sometimes get, and I panic, and I have kind of inexplicable pain in chest and neck, and feels like a belt, and sometimes I cough, and there ' s blood in my mouth.",Obstructive Pulmonary Diseases
"'What is my life, that I come on and my bed, on my blood, and on my? I have caused a horn with my, and give it to honor, and I am with my hand. is whether it is a piece of cedar, or my heart.'",Obstructive Pulmonary Diseases
"'I had a fever, I sweated a lot. I coughed, coughed, I coughed, I blood. I had chest pain. had energy and no appetite. I was nauseous I threw up.'",Obstructive Pulmonary Diseases
'Had a sudden shortness of breath that made me panic. I also a pain in my chest arm that was. I coughed and there blood in mucus. skin was pale and clammy. I felt very anxious and.',Obstructive Pulmonary Diseases
"Have a regular that is very irritating. It ' s very hard to breathe and I have a lot of mucus and blood in my airways. ' s awful and it makes me. I also have a lot of chest pain and. I feel very and I have lost a of weight. My nails are abnormal, they are thick and curved.",Obstructive Pulmonary Diseases
"I am there a burning. I set my life on head. I have poured out my blood, and I have some to shed. have not eaten of own flesh. ' t want to it clean. I don ' t sin.",Obstructive Pulmonary Diseases
"I saw the ark the, was with it, in which I ' bear, and in that it was I couldn ' t bear. I my peace, and I ' t the that in my body;",Obstructive Pulmonary Diseases
"'Saw sick in hand, and behold, it was appointed for to burn incense day, and for the lamp that I sweet incense. In my belly out.'",Obstructive Pulmonary Diseases
"I cough a lot, and I'm very excited. It's hard to breathe, I cough with a lot of slime and blood. It's awful, it suffocates me. My chest hurts and tremors. I feel very weak and I lose a lot of weight. My nails are different. They have vaginas and swellings.",Obstructive Pulmonary Diseases
I have bad and I spit the mucus. It ' hard to and I feel pain in the chest. I and I shiver a lot. I don ' t want to eat and I ' m tired. I vomit and I have a.,Obstructive Pulmonary Diseases
"From now on, I don't know what I will do. I don't know what I will be; for I am wrong, so that my spirit is troubled.",Obstructive Pulmonary Diseases
"'I am cast down to burning wind, because it hot: I out my blood upon living, am full of blood, and blood: I have not been dismayed, there; neither shall the living thirsty.'",Obstructive Pulmonary Diseases
"I chest pains and cleavage sounds. I feel so I lose a of. My nails also unnatural, they ' re thick slim.",Obstructive Pulmonary Diseases
"'Was slapping, I had trouble breathing, I felt sudden pain my chest, and my shoulder was so sharp, and I a heart attack, and stole, and there was blood in my snot, and my skin was cold, and I felt weak, and.'",Obstructive Pulmonary Diseases
'I felt sharp pain in my and that came out blue. I had difficulty breathing and I was wheezing. also had a rapid pulse and I sweating excessively. I felt very nervous and dizzy. coughed was blood in my spit.',Obstructive Pulmonary Diseases
'I have a fever and I tremble a lot. I have a cough and I cough the mucus and blood. I have difficulty breathing and I have chest pain. I have no energy and I have no appetite. I have nausea and I have vomiting.',Obstructive Pulmonary Diseases
"'First, and throat pains, high and coldness, ,, pains, , confusion and confusion.'",Obstructive Pulmonary Diseases
'Felt acute pain in my chest and jaw coming of the blue. had difficulty breathing and. I also had a rapid pulse and much. I felt very nervous and dizzying. coughed there was in my spit.',Obstructive Pulmonary Diseases
"I have a constant that is very. It ' s hard to and I have lot of mucus and blood in my cough. It ' s very awful and it makes me choke. I also have a lot of chest pain and wheezing. I feel very and have lost a lot of weight. My nails are also different, and swollen.",Obstructive Pulmonary Diseases
"I have a, I ' m shaking a lot. cough, spit slime and blood. I can ', my chest hurts, don ' energy, I ' t have stomach. ' m sick, I vomit.",Obstructive Pulmonary Diseases
I had acute pain my chest and me vomit. I felt like I couldn ' breathe and I had wheezing breath. I also fast heartbeat and sweating a lot. I felt very nervous and dizzying. I coughed and in my spit.,Obstructive Pulmonary Diseases
'I have a chronic that is very boring. It is very difficult to my lungs and I have a lot mucus and blood in my expectorate. It is very rude me sick. also have a lot of chest and short breath. I feel weak and I lost a lot of weight.',Obstructive Pulmonary Diseases
"'For I am of what to doth? for afraid of mine possession, concerning the ark of the LORD; I will cause the blood of man to be poured my face, it shall be for me: and it is a place for my.'",Obstructive Pulmonary Diseases
