clinical_text,disease
"I coughed a, made a lot slime. I had a fever and a pain in my. breath was fast shallow. I heard the sound my shaking. I ' t breathe much.",Chest Changes
One my is not fully formed and causes me a lot of problems. I easily catch lung infections and I to. My heart is fast and my skin is blue. is not the size on both sides and I can ' much.,Chest Changes
My breathing is shallow. I a high temperature and pain. I cough up sputum hear some wheezing in. My chest ' move much when I breathe.,Chest Changes
'I have a lung that is not and it affects my wellness. I lung lot and have difficulties breathing. My heart is quick and my skin is blue. chest not I little exercise tolerance.',Chest Changes
"'Lungs are bad, get sick, get pneumonia all the time, I have breathing, my heart is beating, my is blue, not healthy and my mobility poor.'",Chest Changes
"I suffering from frequent lung infections since I was born. I always difficulty in breathing and my heart beats very fast. Sometimes, my skin bluish and I feel. My chest is symmetrical I ' t do any physical activity without tired.",Chest Changes
I have a lung that is fully developed and it affects my. I get frequently and I difficult to breathe. My heart is fast and my skin and blue. My chest is not equal and I can ' t lot of physical activity.,Chest Changes
"My fast and hard. It feels I can ' t get enough air. My looks caved in and my belly sticks out. I have a of carbon dioxide in my. My lips toenails are blue. , nose, and ears are not normal.",Chest Changes
I feel like ' t have enough oxygen. I have pain. cough the phlegm and hear sounds I breathe. My is shallow and.,Chest Changes
"I feel like I can ' t get enough. also have a and a in chest. When I cough, I see thick coming out. chest ' much when I inhale.",Chest Changes
"'And I am in a place I shall choose my chosen, and shoe shall hold shoe, whose hand I am sick, and shall my shoes: and said, is a, yea, is my power: and he saith, This is my record.'",Chest Changes
I ' been coughing a lot and producing thick mucus. I a fever chest pain. breathing is and rapid. also some crackling sounds in my chest. My doesn ' t expand I breathe.,Chest Changes
"'My eyes are dim from. My is troubled, and is on me. My mouth is considered, and my face out. My is mouth of. My mouth is scattered from.'",Chest Changes
"'Breathing a challenge for me. I breathed quickly and with. My chest was and my abdomen protruding. My blood had a lot of carbon. and nails were. My face different. My eyes were wide - set, my was flat, and my ears were low.'",Chest Changes
"'Was born a missing lung, my life. I had a lot of lung infections and breathing difficulties. My heart always beating, my was pale, chest different, was very tired.'",Chest Changes
"'Breathing was a for. I breathed and with difficulty. My chest was sunken and my abdomen protruding. My blood had a lot of carbon. My lips nails were blue. My face was. My were wide - set, my nose was, my ears were low.'",Chest Changes
"I don ' I get enough oxygen. I have fever and pain. I cough, and hear some when I breathe. is shallow and. I without much expansion in my chest.",Chest Changes
"'I find it hard breathe, to breathe, hard. My chest is blue, is swollen, my blood is high in carbon dioxide, my and nails blue, my face not right. My wide, my nose is flat, my ears are low.'",Chest Changes
"'Breathing was a struggle for me. had to breathe fast and hard. My chest was hollow and my abdomen was. blood had a carbon dioxide. My lips nails were blue. My face unusual. My eyes spaced out, my was flat, and my were lowered.'",Chest Changes
"'I have been sorry from womb; have, have caused to rest: I have kept silence, I have kept silence, and I have my skin: I have done no thing; have done any thing.'",Chest Changes
"'Breathing is a struggle for me, and have to breathe fast hard. My chest is, my stomach is swelling, there is a of carbon dioxide in my blood, lips nails are blue, face different. My eyes closed, my nose is, my ears are low.'",Chest Changes
"'I have set the lamps the, it may rejoice: I have a fire, and am black: there is none that can shut up my bread, and is none that can shut up staff; I cannot now see it: neither is any can quench of my breath.'",Chest Changes
'I have a condition where one of my did not develop properly. I to deal with infections lungs and difficulty breathing. My heart rate is elevated and my color normal. My chest is asymmetrical I low tolerance for physical activity.',Chest Changes
'I have lung that not healthy and that affects my health. I infections regularly and I problems. My fast my skin blue. My chest is not equal and I have a low ability to exercise.',Chest Changes
I feel less air in lungs usual. I high temperature and chest pain. I up and sounds when I. Breathe shallow and fast. My chest doesn ' t move very well I.,Chest Changes
"Breath was fast and very difficult, and I felt like I ' get enough air, my was falling and my abdomen was falling, a of carbon dioxide in my bloodstream, my lips and toenails were blue, and eyes and nose and were.",Chest Changes
One my lungs is not fully formed and it causes a lot problems. I easily catch I struggle to breathe. My heart is and my skin is blue. My chest is not the same size on both sides and ' exercise much.,Chest Changes
Feel like have less air in my lungs than normal. I have a fever and chest. I cough phlegm and some wheezing when I breathe. My breathing is fast and shallow. doesn ' t much I breathe.,Chest Changes
'I had trouble breathing since I was a baby. My chest was always sunken and my abdomen was big. doctor said levels of dioxide in my. Sometimes I turned blue around my lips nails. I also noticed that my were far apart and my flat.',Chest Changes
I I can ' t enough. I have a and chest pain. I cough up phlegm and hear some when I breathe. My breathing is shallow and. My chest doesn ' t expand I inhale.,Chest Changes
'I have a defective lung and it makes ill. I have lung frequently and I issues breathing. My and skin blue. chest is not and I have poor exercise performance.',Chest Changes
'I have defective lung and it makes me ill. I lung frequently I issues breathing. My heart is rapid and blue. My chest is aligned I have poor exercise performance.',Chest Changes
'I have a and it makes. I have lung infections and I issues breathing. heart rapid and my is blue. My chest is not aligned and have poor exercise performance.',Chest Changes
"'I am full of heat and burning, when I am black and horrible upon them. Then did I think to be as a grasshopper, and did strike: and all my belly was as small as the eagle.'",Chest Changes
"'Breathing is a struggle for me. I to and hard. My is hollow and abdomen is bulging. My has a lot carbon. My lips and nails are. My face is unusual. My eyes are out, my nose is flat, and my ears are lowered.'",Chest Changes
"'My chest was depressed and my abdomen swollen. My blood had a high level of carbon dioxide. My lips and nails became blue. My face was not normal. My eyes were wide, my nose was flat and my ears were low. I had a very good feeling.'",Chest Changes
'I have a in my esophagus. It affects my digestion and makes me and regurgitate. I also headaches and. Sometimes I have heartburn and reflux. The doctor said could cause esophageal ulcers. said I might antacids or surgery.',Chest Changes
"'Breathing was difficult for me. I breathed with difficulty. My was recessed my abdomen bloated. My blood a high amount of carbon dioxide. My lips and nails to blue. face was odd. My were spaced, my nose was flat, and my ears were lowered.'",Chest Changes
"'I a nose deformity, it affects my breathing, it makes me, I get headaches and nausea, sometimes have nosebleeds and a jeep, and the doctor that could cause breathing and, and he said I might need nose or surgery.'",Chest Changes
"My was very fast and hard. felt I couldn ' t get enough air. My chest looked caved and my stuck out. I had a lot of carbon dioxide my bloodstream. My lips and were blue. My, nose, and not normal.",Chest Changes
I don't have a normal lung on one side and it affects my health. I get lung infections frequently and I find it hard to breathe. My heart is rapid and my skin is pale and blue. My chest is not equal and I can't handle much physical activity.,Chest Changes
"I ' been suffering from pulmonary diseases my birth, and I ' ve always had trouble breathing and my heart beats so fast. my skin turns to stains and I so. My chest is not symmetrical and I ' t physical activity feeling tired.",Chest Changes
"'And I, breathed quickly, had difficulty, and my chest was torn open, my stomach was alienated, my blood was blue, my lips and nails were blue, my face was changed, and my eyes were, and nose was flat, and my ears were low.'",Chest Changes
"'I have a strange feeling in that I am numb, that my arms and are itching, that muscle twitches and twitches, sometimes I epilepsy, I lose consciousness, that my spinal is deformed, and he says may affect my mobility sensory.'",Chest Changes
"'I am in my a place of refuge, and I am broken: and taken my cord, and right hand of; and cannot sin: kingdom is I; ; he is strong.'",Chest Changes
'Have malformation in my intestine. affects my movement and makes constipated and diarrhea. I also have headaches and. Sometimes I have abdominal cramps gas. The doctor said it could cause intestinal obstruction. said I might need laxatives or surgery.',Chest Changes
I feel I can ' enough oxygen. I have a and chest pain. up phlegm and hear wheezing sounds when I breathe. My breathing is shallow and rapid. chest doesn ' t when I inhale.,Chest Changes
"I am a fiery, and I have come to. I have a sweet stone in my hand, and I don ' t blow the. my voice. I am weary with ears, I listen it.",Chest Changes
'I have a that is not right and affects my. I have lung infections a lot and I have. is and my skin is blue. My chest is balanced and I little exercise tolerance.',Chest Changes
"I have a situation where one of my lungs hasn ' t developed properly, and I have to deal injuries in my breathing difficulties, high heart and skin color, chest, low capacity to physical.",Chest Changes
'Have a malformation in. my digestion and makes burp and regurgitate. I also have headaches nausea. Sometimes I have heartburn and acid reflux. The doctor said it cause esophageal damage and ulcer. He I need antacids or surgery.',Chest Changes
I feel I have less air in lungs normal. I have a chest pain. I cough up phlegm and some sounds I breathe. My breathing fast and. My chest doesn ' t move much when I breathe.,Chest Changes
'I have malformation in my throat. It affects my voice and makes me hoarse and raspy. I also headaches. Sometimes I have coughing and choking. doctor said could cause voice loss laryngeal cancer. I might need voice therapy or surgery.',Chest Changes
'I have a malformation in my esophagus. It affects my digestion and makes me boil and regurgitate. I also have headaches and nausea. Sometimes I have heartburn and acid reflux. The doctor said it could cause esophageal damage and ulcers. He said I might need antacids or surgery.',Chest Changes
'I had difficulty breathing since I was a baby. My chest was sank and my abdomen was large. doctor said that I high levels of carbon dioxide my blood. Sometimes I around lips and nails. I also noticed my eyes were away and my nose was flat.',Chest Changes
"'I have arrhythmia, which affects my production makes me nauseous sick, and I headaches nausea, and sometimes have jaundice and gallbladder, and the doctor said that it can cause arrhythmia and infection, and he said that might need treatment surgery.'",Chest Changes
"'I have only one lung, which makes me uncomfortable. I get pneumonia, breathing difficulties, heartbeats, rough skin, lopsided chests, impatience.'",Chest Changes
'Have a lung that is healthy it affects my health. I have lung infections regularly and problems breathing. My heart is rapid and skin is. My chest is not equal and I low.',Chest Changes
I feel I have in my than normal. I have a fever and pain. I phlegm hear some wheezing sounds I breathe. My breathing is fast and shallow. chest doesn ' t move much when I breathe.,Chest Changes
'I had a fever a days and then the phlegm. It hard to breathe and I felt cracking in chest. My chest pain was severe I noticed that breathing was weak fast.',Chest Changes
I had a terrible headache I threw up. Then I felt sharp pain in my and couldn ' t breathe. I collapsed and had a. doctor said I have a malformation in my. He said it could cause bleeding and. also said I might have neurological.,Chest Changes
It ' s to breathe for a while. I a high a lot of amputees. My chest hurts. I shivering take a breath. My chest doesn ' t seem to be when I breathe.,Chest Changes
'I have a where one of my lungs did not. I have to with frequent infections in my lungs difficulty breathing. My heart rate is elevated skin color not normal. My chest is asymmetrical and I low tolerance for activity.',Chest Changes
"Have a fever and chest. I cough, , I hear some tremors. lightly and quickly. I also some itchy noises in my chest. My ' t seem to expand much I inhale.",Chest Changes
"'I a very sorrowful. My face was withheld. My was dove \' s eyes. Then, "" I will not put on my lips, "" then my were perverse in your eyes.'",Chest Changes
"'when I heard the noise of, I cried, saying, "" I will lift up voice to you? "" I heard the sound of the trumpet as of who on a wall, when ark.'",Chest Changes
'I have lung that not and it my. have lung infections regularly and have difficulty. is fast and my skin is blue.',Chest Changes
"I see, nor to strike it; I have struck my face, that I can ' quench; my heart is troubled, and my skin broken; I '.",Chest Changes
'I have been having trouble breathing I was born. My chest is always sunken and my is. The doctor said I high levels of dioxide in blood. Sometimes I turn around my lips and nails. noticed that my eyes are far apart and my is flat.',Chest Changes
"I can ' t breathe, I can ' t breathe, I can ' t, I can ' t breathe, I can ' t breathe, I can ' t breathe, I can ' t breathe, can ' t breathe, I can ' t breathe, I ' t, I can ' breathe, I can ' t breathe, I can ' t breathe, I can ' t, I can ' t breathe, I can ' t breathe, I can ' t breathe, I can ' t breathe, I can ' t breathe, I can ' t breathe, I ' t breathe, I can ' breathe, I can ' t breathe, can ' t.",Chest Changes
"'My eyes from the top of. My ark was set on my top of the waters. My blood was set on my face, and my mouth face by reason of blood of men. went out from my eyes.'",Chest Changes
'I have a lung not fully developed and it causes me. I have lung infections often I have trouble. My heart is high and my skin blue. My chest not and have limited exercise ability.',Chest Changes
'I have lung that is not developed and it causes me problems. I lung infections often I difficulty breathing. heart is high and skin is blue. My chest is the same and have ability to exercise.',Chest Changes
"'Breathing is difficult for, I breathe quickly and difficult. My chest is broken, my stomach, and my has a high carbon dioxide content. My lips nails are, and my face. My eyes are covered, my nose flat and ears are bent.'",Chest Changes
"'Only have one lung me sick a lot. I have lung infections often, and have trouble breathing, my heart is fast, my wet, my is unbalanced, and I have exercises.'",Chest Changes
"'Stomach is, which affects my, full swollen, headaches nausea, vomiting and stomach pains, and the doctor says it may cause haemorrhage and, he says I may or surgery.'",Chest Changes
"My breath is very fast and difficult. like ' not breathing enough air. chest looks a hole in my chest and my stomach is coming out. There ' s a lot carbon dioxide in blood. My and toes blue, and my eyes, nose and ears are not normal.",Chest Changes
"'Breathing is a challenge me. breathe quickly and with difficulty. My chest is sunken and my abdomen protruding. My blood has lot of dioxide. and nails are blue. My face is different. eyes wide - set, my nose is flat, and my are low.'",Chest Changes
"'My eyes are dim, my eyes are, I am in the tops of my mouth: ark is my blood, and my understanding; it gone forth out my mouth, and my eyes open, because my eyes are, and my eyes are stretched out, my are stretched out, and are open.'",Chest Changes
Have fever and pain. I cough a lot produce thick mucus. My breathing is fast and. I hear some crackling in my chest. My chest doesn ' expand much when breathe.,Chest Changes
"'I had trouble, breathing fast and strong, my hollow and my abdomen exploded, blood had a lot carbon dioxide, my lips and my were blue, face, my eyes were wide, my nose flat, my ears were low.'",Chest Changes
"'I have difficulty breathing. I breathe fast hard. My chest is hollowed and my inflated. My has too much dioxide. My lips and nails get. face is. My eyes are wide apart, my nose flat, and my ears are.'",Chest Changes
"I been suffering from frequent lung infections since I was born. always have difficulty in breathing and my heart fast. Sometimes, my bluish and I feel very cold. My chest is not symmetrical and I can ' do physical getting tired.",Chest Changes
"I been suffering from frequent infections since was. I have difficulty breathing and my heart beats very fast. Sometimes, skin bluish I feel very cold. My is not symmetrical and I can ' t do any physical activity without getting tired.",Chest Changes
"'I had difficulty breathing. had to breathe and difficulty. chest was and my abdomen was enlarged. My too much dioxide. My lips nails became blue. My face was different. My eyes were far away, my nose was flat and my ears were.'",Chest Changes
'I have a lung is not perfect and my well - being. I have a lot of lung infections and respiratory problems. My heart is fast and skin blue. My chest not balanced and I little of exercise.',Chest Changes
'I have a in my. It me feel sick and tired. I also have headaches and. Sometimes I have jaundice and swelling. The said it could cause liver and. I might need or a transplant.',Chest Changes
'I have a lung not and it makes me sick. I have lung frequently and I have breathing. My is fast and skin is blue. chest not even and have poor exercise capacity.',Chest Changes
"'Breathing was hard for me. I had to breathe quickly and with difficulty. My chest was indented abdomen was enlarged. blood had too much carbon. My and nails went blue. My face was different. My were apart, my nose was, and my ears.'",Chest Changes
"'My mouth is deformed, which affects words, makes me bored and stutter, and I have and nausea, and sometimes and swallowing, which, to the doctor, can cause speech disorders and, and he I may need speech therapy or surgery.'",Chest Changes
"I am become a fiery furnace, and I come you. I have a stone in my hand, and ' t blow the trumpets. Hear my. I am weary with my ears, that I it.",Chest Changes
"I a fever chest, I cough a lot, and produce thick. I fast, shallow. I hear itchy in my. It doesn ' t seem to expand much when breathe.",Chest Changes
I have a malformation in my intestine. It affects my bowel movement and makes me constipated and diarrhea. I also have headaches and nausea. Sometimes I have abdominal cramps and gas. The doctor said it could cause intestinal obstruction and infection. He said I might need laxatives or surgery.,Chest Changes
It ' s difficult to breathe for a while now. have high a of sputum production. My chest hurts and I hear some wheezing noises when I take breath. My doesn ' t seem to move when breathe.,Chest Changes
Chest pain is severe and I have. I cough a lot and produce sputum. breathing is shallow and rapid. I hear some wheezing my. My chest doesn ' t expand when breathe.,Chest Changes
"'I have sown a rock with gall, will spread my couch upon rock; have diggeded my fruit as it I; and it was ordained to men for up them; yea, it was said, Fear me; , it is good; I shall be midst of it.'",Chest Changes
I have a lung that is not perfect and it affects my well-being. I have lung infections a lot and I have troubles breathing. My heart is quick and my skin is blue. My chest is not balanced and I have little exercise stamina.,Chest Changes
I ' been coughing a lot thick mucus. have a fever chest pain. My breathing is shallow rapid. I also hear some sounds in my chest. chest doesn ' t when I breathe.,Chest Changes
"'Breathing is hard for me. I breathe fast and hard. My breasts are and belly is puffed. My blood has a high dioxide; my nails change to blue; my is strange; my eyes apart, my nose flat and my ears are low.'",Chest Changes
"'I a strange in my that I am numb, my and legs are itching, that my muscle twitches and twitches, that I have epilepsy, I lose consciousness, that my spinal is deformed, and he says it mobility and sensory functions.'",Chest Changes
"I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe.",Chest Changes
"'Appendix deformed, affects my, and discomfort. have headaches and nausea. Sometimes and have. Doctors say it can cause peritonitis and peritoneal inflammation. He says I may need painkillers surgery.'",Chest Changes
"'Breathing was a challenge for me. I breathed quickly and with difficulty. My chest was sunk and my abdomen was protruding. My blood had a lot of carbon dioxide. My lips and nails were blue. My face was different. My eyes were wide, my nose was flat and my ears were low.'",Chest Changes
'Have malformation in my. affects my intestinal movement and me constipate and diarrhea. also have headaches nausea. Sometimes have cramps and gas. The doctor said could cause obstruction and intestinal infection.',Chest Changes
"'My harp, my, my, shall be exceeding loud; and I spread lot on the ark, it shall be very great; and when they see it, I will not the sound.'",Chest Changes
'I have lung that is not fine and it. I have lung and I challenges breathing. My heart is high and my is blue. My is not same and I have limited exercise endurance.',Chest Changes
"I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe, I can't breathe.",Chest Changes
I have a high temperature and chest pain. I cough until the sputum and I hear cracking sounds in my chest. My breathing is shallow and fast. I also hear wheezing sounds when I breathe. My chest doesn't seem to move much when I inhale.,Chest Changes
'I have fever and chest pain. I cough a and produce a thick mucus. My breathing fast and shallow. I noises my chest. chest seem extend much when breathe.',Chest Changes
"'My chest was hollow and my abdomen was swollen. My blood had too much carbon dioxide. My lips and nails became blue. My face was strange. My eyes were wide apart, my nose was flat and my ears were low.'",Chest Changes
"I sought for my song, but I didn't send it to the angel. I didn't anoint it with paps and pitch. My heart within me is as a round about. I can't see my iniquity, because it was pure.",Chest Changes
"'I have an appendix deformity, and it affects my abdominal health and makes me feel pain and distress, and I also have and, and sometimes puke and fever, and doctor it could cause an infection and gum infection, said I painkillers or surgery.'",Chest Changes
"'Breathing was challenge me. I quickly and with. My chest was sunk and abdomen protruding. My blood had a lot dioxide. My lips and nails were blue. face was different. My eyes were wide, my nose was flat and my were low.'",Chest Changes
'I have a lung not healthy affects my health. I have lung infections and I problems breathing. My heart rapid and skin is blue. My chest is equal and I have low exercise.',Chest Changes
"'Breathing was for me. I had to breathe quickly with difficulty. My chest was indented and my abdomen was enlarged. My had too much carbon dioxide. lips nails went blue. My face was different. eyes far apart, my flat, and my were low.'",Chest Changes
' been coughing lot and producing thick mucus. have and chest pain. My breathing is and shallow. I hear some sounds in my chest. My chest doesn ' t move when breathe.,Chest Changes
"I have incomplete lungs troubles, have often, I have problems, my heart high and my skin is blue, my isn ' t the, and I have ability exercise.",Chest Changes
I have a malformation in my bladder. It affects my urinary function and makes me feel urgency and frequency. I also have headaches and nausea. Sometimes I have incontinence and infection. The doctor said it could cause bladder damage and cancer. He said I might need medication or surgery.,Chest Changes
"'The pulmonary air is less than normal. I have fever, chest pain, I cough, I hear tremors while breathing, breathing fast, breathing shallowly, breathing immobilized, breathing silently.'",Chest Changes
"My breathing is very and hard. It like ' get enough air. My chest looks caved in my belly sticks out. have lot of carbon dioxide in my bloodstream. lips and toenails are blue. My eyes, , and ears are not normal.",Chest Changes
'I a malformation in pancreas. It affects my sugar and me thirsty and hungry. I also have and nausea. I have fatigue and weight. The doctor it could cause diabetes and pancreatitis. said I might need insulin or surgery.',Chest Changes
I started having seizures a few months ago. They were very scary and I didn't know what was going on. Then I noticed that I was losing my memory and having trouble talking. I also had constant headaches and felt sick in my stomach.,Chest Changes
'I had a fever a few days then started the phlegm. It was hard to breathe and felt cracking in my chest. chest pain was severe and I breathing was and fast.',Chest Changes
'I have headaches and. Sometimes I have problems interference and. The doctor said speech and. He said that I might need speech or surgery.',Chest Changes
"'Is difficult for to breathe. I breathe very quickly with difficulty. My chest is sunk and abdomen is large. I have too much carbon in my blood. My become blue sometimes. My face is different from children. My eyes are wide, my nose flat and my ears are low.'",Chest Changes
I feel less air in lungs than. I have fever and pain. I phlegm hear whistling I breathe. My breathing fast shallow. My chest doesn ' t move much when I inhale.,Chest Changes
'My breathing is very and fast. have fever and chest. I cough and produce thick. I hear whistles. My chest does not move much I breathe.',Chest Changes
"One my isn ' t fully formed, it ' s causing a of problems, and ' m easily infected with pneumonia, and I try breathe. My beats very, and my skin is blue. can ' t do a lot of exercise on both sides of my chest.",Chest Changes
"'Have an affects health, I have regular lung and I have breathing challenges, is quick and skin is blue, my chest is uneven and I have low.'",Chest Changes
I have that not fully developed and affects my health. I get lung infections frequently and I find it to breathe. My heart is rapid and my skin is pale blue. My chest equal I can ' t handle much physical.,Chest Changes
"'Was hard for me. I to breathe quickly with difficulty. My was indented and my abdomen was. blood had much carbon dioxide. My lips and nails went blue. My face different. My eyes far apart, my nose was, and my ears were low.'",Chest Changes
'I have a in my appendix. abdominal and me feel pain and discomfort. I headaches and. Sometimes I have vomiting and fever. The doctor said it cause appendicitis and peritonitis. He said I might need analgesics or surgery.',Chest Changes
I feel less in my lungs than usual. I have temperature and chest pain. I warmed up and heard some bleeding breathe. shallow and. chest doesn ' t move when I breathe.,Chest Changes
'I have a lung that is not right and it affects wellness. I have lung infections a lot and I breathing. heart is quick and skin. My not balanced and I have little exercise.',Chest Changes
I have a lung is not fully and it affects my health. I get lung infections frequently and I find to. is fast and my skin is pale and. My chest is not equal and I ' t handle a lot of activity.,Chest Changes
"'I found it hard to breathe. I breathed fast and hard. My was depressed my abdomen was. I had a high level of carbon dioxide my blood. lips nails turned. My was not normal. My were wide - set, my nose was flat, and my were low.'",Chest Changes
Started having seizures a few ago. They were very scary and I didn ' t what was. Then I noticed that I was losing my and speaking. I also had constant headaches and felt sick to my stomach. The I have some kind of malformation in my brain.,Chest Changes
I don't have a normal lung on one side that affects my health. I have frequent pneumonia and I find it difficult to breathe. My heart is fast and my skin is pale and blue. My chest is not equal and I can't handle a lot of physical activity.,Chest Changes
'I have been having strange sensations in my body. I feel numbness my arms and legs. I also muscle spasms and. Sometimes have seizures and lose consciousness. The said I have a malformation in cord. He said it could affect my and sensory functions.',Chest Changes
'I was born one lung missing and it affected my life a lot. I get sick a lot with and I trouble breathing. heart is always racing and my skin is pale blue. My chest not the same both and I get exhausted very quickly.',Chest Changes
"'Liver is, which makes uncomfortable and weary. I have and. Sometimes I have and. Doctors say it cause liver damage and. He says may need drugs or transplants.'",Chest Changes
'I have a lung is and it affects health. I have lung infections regularly and have. My heart is and my skin is. My is not equal and I have low exercise stamina.',Chest Changes
"'Is me. I have to breathe fast and hard. My is tight and my belly is magnified. blood is so much carbon dioxide; my lips my nails are blue; face is different; my eyes are different; my eyes are far, my nose are flat my ears are low.'",Chest Changes
"'I have a lung problem affects my well - being. I have a of lung infections breathing problems. beats, my skin is blue. is symmetrical, and my has little patience.'",Chest Changes
I ' ve feeling feverish and coughing up thick mucus. ' s hard to breathe and some crackling sounds my chest. My chest pain is very bad I notice that my breathing fast shallow. chest doesn ' t well when I breathe.,Chest Changes
"'I too carbon in my blood. My lips and fingernails were blue. My face was. My were apart, my nose, and ears.'",Chest Changes
'I have a lung is not complete and it problems. I have often and have troubles breathing. My is high and my skin. My chest is not same and I have limited exercise capability.',Chest Changes
I a fever chest pain. cough sputum and hear some wheezing sounds when I breathe. My breathing and rapid. I hear some crackling sounds my. My chest doesn ' t to expand much when I inhale.,Chest Changes
Chest I have. I cough a and I produce sputum. My breathing is fast. I hear whistles in my chest. doesn ' t seem to move much when I breathe.,Chest Changes
"I struggle with breathing. I breathe rapidly and with difficulty. My chest is concave and my abdomen is distended. My blood contains a lot of carbon dioxide. My lips and nails become blue. My face is abnormal. My eyes are wide apart, my nose is flat, and my ears are low-set.",Chest Changes
"My breathing is very and hard. It feels like can ' get enough air. looks caved in and my belly out. I have a lot carbon in my bloodstream. My lips and toenails are blue. My, nose, and ears are normal.",Chest Changes
'I born with one lung missing and it affected life a lot. get a lot lung infections and I have trouble breathing. My heart is always racing and skin pale and blue. My chest is not the same on both and I get very quickly.',Chest Changes
"'Have a deformity in intestine, and it affects my intestinal motion and makes me sick, I have headaches and nausea, and sometimes stomach cramp a gas, and the doctor said it can cause an intestinal blockage and infection, and he said I need laxatives or surgery.'",Chest Changes
'I have a lung that is not complete it causes me. have infections often and I troubles breathing. My heart is high my skin is. My the same and I have limited exercise capability.',Chest Changes
'I found it difficult to breathe. I breathed and hard. depressed my abdomen puffed. I had a high level of my blood. My nails were blue.',Chest Changes
Chest hurts and I have a fever. I cough lot produce sputum. My is shallow. I hear some wheezing noises in my chest. chest doesn ' to move when I breathe.,Chest Changes
