clinical_text,disease
"I ' ve been coughing a lot for a long time. It ' s a dry cough, and it doesn ' t bring up anything. But it my chest ache a lot. I have difficulty breathing, and I feel a pressure in chest. It ' s worse when I breathe deeply. I feel a sharp pain in my. also have fever and chills, and I sweat a at night. ' ve lost weight, I feel very sick.",Higher Density
"Have a hard time breathing, I feel like ' m smothering. My chest very sore, and it burns when I cough. cough a lot, and ' very distressing. I ' anxious what ' s happening me.",Higher Density
"I have trouble breathing and chest. I also have I ' m tired. ran some blood tests, and they said I have oxygen deficiency, which is oxygen the, of fluid in lungs, and the hydrothorax.",Higher Density
"Have a hard time breathing and I have pain. also have a cough and I feel worn. They checked my blood oxygen said I hypoxemia, low oxygen in blood. ' s from the fluid in my lungs, which is hydrothorax.",Higher Density
"'Had a hard time breathing, I felt was suffocating, my chest was so, it was burning when watered, I coughed so, it was so sad, worried about what was happening to me.'",Higher Density
"'I will scatter dry place, and stone with a burden. I will both take my body and it. I will my head in the heat, and there will be no night in the day. I will myself. I write my hand, and it will not in the night.'",Higher Density
"'I, I suffocated. My chest very, she suffered when I coughed. I a lot, it very unpleasant.'",Higher Density
"I have breathing problems, and I feel oppression in my chest. It's worse when I breathe deeply. I feel a pain stabbed in my chest. I also have fever and chills, and I sweat a lot at night. I have lost weight and I feel very bad.",Higher Density
"I ' m, and I a pain my. also fever, a cough, and hiccups. I a fluid in chest, it ' s called pleural effusion.",Higher Density
"I have dry cough that is very. It my chest hurt a lot. have difficulty, and I feel tightness in my chest. It ' s I breathe in deeply. I a stabbing pain in my chest. I also have a fever and chills, and I sweat a lot at night. I ' ve some weight, and I feel very bad.",Higher Density
"I have breathing, have and wheezing. I a lot of, and it stings I cough. I cough all the, and it ' s very irritating. I ' t feel good at.",Higher Density
"Feel like I ' m suffocating, and there ' s a stabbing in. have a fever and cough as well. I hiccup a lot. It ' called pleural effusion, and it ' s.",Higher Density
"Have a dry cough that is irritating. It makes my chest hurt a lot. I trouble breathing, and I feel a tightness my chest. It ' s worse when breathe in deeply. I feel a stabbing pain in my chest. I have a fever and chills, and a lot at. I ' ve lost some, and I feel very unwell.",Higher Density
"' ve been coughing a lately, it ' s dry cough, and doesn ' t make any sense, but it causes pain in my chest, sometimes I feel stabbing I breathe, I have fever and, and buckets at night, I ' ve weight, and I weak and tired.",Higher Density
"I ' m breath, and I a chest pain. I also have a, a, hiccups. I have a fluid in, and ' s pleural effusion.",Higher Density
"'Breathing is difficult for, and have a lot of pain. also have a high temperature. My doctor I have pleural.'",Higher Density
"I feeling very short of breath, and hurts when I breathe in deeply. I get a and a cough too. don ' t what ' s me.",Higher Density
"Breathing is a challenge for me, I chest pain. I coughs, I '. They test my oxygen, they say I have oxygen deficiency, the of in the blood is very. It ' s because fluids in the lungs, hydraulic pressure.",Higher Density
"' hard for me to breathe. I have breath, and I feel oppression in chest. It ' s worse when try breathe deeply. It hurts. I also have and chills, I sweat abundantly at night. I ' ve lost a lot of weight and have no appetite.",Higher Density
"Have trouble breathing, I like I ' m suffocating. My chest, and it throbs when I cough. I cough a lot, ' s very. I ' m worried what ' s going with me.",Higher Density
"I have a problem breathing, a pain in my chest. I have a cough, I feel pain. They measure my blood oxygen, they say I have a lack of oxygen, and the amount of oxygen in the blood is very low. It's because of the fluid of the lungs, the water throat.",Higher Density
"Struggled to breathe, and I had to breathe quickly lightly. I had a lot of chest pains, and I coughed more. coughed, I coughed, and I was in a lot trouble. ' t all.",Higher Density
"I ' ve been feeling very sick for a long time. have a dry that hurts my. ' s difficult to breathe, especially when I take a deep breath. I feel a sharp pain in my chest. I also have a fever and chills, I sweat a lot night. ' ve lost some weight, feel weak and.",Higher Density
"'I fever, and hiccups. It is a condition called effusion, is fluid the chest.'",Higher Density
"'I had trouble breathing, like I suffocating. My chest was very sore, and it when coughed. I lot, and it was harsh. I was worried about what was going with.'",Higher Density
"It ' s hard for me to breathe normally. I get of breath easily, and I a in my chest. It ' s worse when I breathe deeply. It hurts a lot. I a fever and chills, and I sweat profusely at. I ' lost a lot of weight, and I don ' t any appetite.",Higher Density
"'When I was sore afflicted, there no in me, I hid it: and some, I go into ark, and lay blood upon my: but I will take away, and this is the place of man.'",Higher Density
"Was usually having trouble breathing, I always felt like was for air, and my chest hurt much, when I tried take deep breath, I coughed too much, and it made me feel bad, I didn ' t know was wrong with me.",Higher Density
"'I have a breathing problem and I have chest pain. I also have a cough and I feel lowered. They checked my blood oxygen and said I had hypoxemia, which is low in oxygen in the blood.'",Higher Density
"I can't breathe properly. I can't breathe. My chest hurts. It hurts when I cough. I cough when I cough, it's very dry. I'm afraid of what's happening to me.",Higher Density
"'And though I am, am still, and there are but few. they say, Yes, I am to the blood of oxen, and the of my: for is my blood.'",Higher Density
"I ' short of breath, I a chest. also a fever, cough, and. I have a fluid in my chest, and ' called pleural effusion.",Higher Density
"I ' exhausted, I ' m trouble breathing. I, I have pain in my. They check my blood, say ' m anaerobic. ' s out the liquid in the lungs. It ' called the throat.",Higher Density
"'I breathing, chest pain, , coughing and, which are - in the chest, which.'",Higher Density
"'Was struggling to breathe, I had to shallow. I felt a of pain in my chest, it got worse when I. I coughed all the time, and it very. I wished I could better.'",Higher Density
"I ' t breathe well, I to take quick and shallow breaths. I lot of chest pain, and it I coughed. I coughed time, and it was very bothersome. ' t feel well at all.",Higher Density
"Breathing for me and I have pain in my. also cough I ' m fatigued. They checked blood said I have hypoxemia, is low oxygen in the blood. It ' s from the fluid in my lungs, which is hydrothorax.",Higher Density
"I it hard, have to pant and wheeze. I feel a lot of chest pain, and it spikes when I. I cough all time, and ' s very irritating. I ' m feeling at.",Higher Density
"Have a, I have a pain in my chest. have a, a cough, and hiccups. have a fluid in my lungs, and it ' s called effusion.",Higher Density
"Breathing is for me and I have chest. I also have a cough and I feel. my and said I have hypoxemia, which is low oxygen in the blood. It ' s due the fluid in my lungs, is.",Higher Density
"I have a problem breathing, I I ' m drowning. is very heavy, and it stings I cough. cough a lot, ' very painful. I ' m afraid of what ' s going with me.",Higher Density
"Can ' breathe, and chest hurts. have fever and. Sometimes I inflammation too.",Higher Density
"Breathing is hard for me and I have in my chest. I also have cough and ' fatigued. They checked my blood and I have, low oxygen in the blood. It ' s from the my lungs, which is hydrothorax.",Higher Density
"I have a dry cough that is very annoying. It my chest lot. I have problems, and I feel tightness in my chest. It ' s worse when I deeply. I feel a stabbing pain in my chest. I also have a and chills, and sweat a lot at. I ' ve lost some weight, and I feel very unwell.",Higher Density
"'I took my sun, and was burning heat of day: my ark was on, and it was: I am weary with it, and I am exceedingly sorry.'",Higher Density
"I have a, and have a pain chest. I have a, cough, and hiccups. I have fluid in my lungs, and it ' called pleural effusion.",Higher Density
"I feel awful. I have a dry cough that won't stop. It makes my chest hurt so bad. I can't breathe deeply, because it causes me a lot of pain. I also have a fever and chills, and I sweat like crazy at night. I've lost some weight, and I feel sick all the time.",Higher Density
"'I was struggling to, I had fast and shallow. I felt pain in my chest, and it got worse when I coughed. I coughed, and it very annoying. I wished I could breathe better.'",Higher Density
"'Have problems, pains in chest, fever, and, fluids my lungs chest.'",Higher Density
"Have a weak breathing, a in my chest. also have a fever, a cough, hiccups. I have fluid in my chest, and it ' s effusion.",Higher Density
"'I am full of spirit, when I am full of heaviness, I took upon, and holding the bars of feet, that I had the of life, and the bars thereof: and, , place is called stick, when I am.'",Higher Density
"Is a struggle for me, and I have a lot of my chest. I also have a, a cough, and. It ' s because have pleural effusion, which is chest.",Higher Density
"I a cough that doesn ' t disappear, it hurts, it ' s hard to breathe, it hurts more when I breathe, it ' in my chest, and I have and cold, and I sweat a lot at night, and ' m little thin, and I feel uncomfortable.",Higher Density
"Breathing is hard I have pain. I also have a cough and I feel low. They tested my blood oxygen and said have hypoxemia, is low in the blood. It ' due to the in my lungs, is hydrothorax.",Higher Density
"'Have a little bread, and came and gone; I have caused men to, and felt not: if I make up, I consume them not; will also reap, and there shall be wrath on.'",Higher Density
"'Had a hard breathing, I felt like I smothering. My chest was very sore, and it burned when coughed. I coughed, and was distressing. I was anxious about was happening to me.'",Higher Density
"I have a problem breathing, a pain in my chest. I have a cough, feel pain. They measure my blood oxygen, they say I have a lack oxygen, and the amount of oxygen is low. It ' s because of of the, the water.",Higher Density
"I ' ve been coughing a lot for a long time. It ' s cough, and it doesn ' t bring up anything. But makes my chest ache a lot. I have, and I feel a pressure in my chest. It ' s worse when I in deeply. I feel a pain in my chest. I also have a fever and chills, and I a lot at night. I ' lost some weight, and I feel very.",Higher Density
"Have difficulty breathing, I have pain in my. I have a fever, a cough, hiccups. I have a in my lungs, and ' s called effusion.",Higher Density
"Breathing is a for, I have of pain my chest. I also a fever, a cough, and hiccups. ' s I have pleural effusion, which is fluid in the.",Higher Density
"I a long, didn ' t write on fish, it is written nothing; and cast out my lot, and didn ' t write. looked for it, but it stood in the midst of my face.",Higher Density
"I have been of breath lately, and it hurts when I in deeply. I get a a. I don ' t know what ' wrong with me.",Higher Density
"I have problems and chest. I also have cough and feel. They measured my blood and said I have hypoxemia, which low in oxygen the blood. It ' s because of fluid my lungs, which is.",Higher Density
"I ' ve short, and hurts. Sometimes I have a fever and cough. I don ' what ' wrong with me.",Higher Density
"I have bad breath, have pain in chest. have a fever, cough and. I have a liquid in my lungs, and ' s pleural effusion.",Higher Density
"'Had trouble breathing, I felt I suffocating. My chest was sore, and when I coughed. I coughed lot, it very harsh. I worried about what was going on with me.'",Higher Density
"I a problem with breathing, I have a in my. I also a, a, and hiccups. I have a fluid in my, and ' s pleural effusion.",Higher Density
"I have been very short breath lately, even when I ' m just sitting lying down. It like I can ' t get enough air in lungs. Sometimes have a sharp pain in my chest, when I. have been a lot, and it ' s very dry and irritating.",Higher Density
"It ' s hard for me to breathe normally, I feel like ' m emptying air. chest hurts, especially when I try to breathe. I a lot, and it. I don ' know what ' s with.",Higher Density
"I have difficulty breathing, I feel like I'm choking. My chest is very tight, and it hurts when I cough. I cough a lot, and it's very unpleasant. I'm worried about what's happening to me.",Higher Density
"Breathing is very difficult for me have chest pain. I also cough a lot I ' m tired. said I have low oxygen in my, which is called hypoxemia. It ' because I my lungs, which is called hydrothorax.",Higher Density
"'Breathing is for me, and I have a lot chest pains, and coughed lot and I have temperature, and doctor I pumped.'",Higher Density
I feel so exhausted and I can barely breathe. I have a constant cough and chest pain. They checked my blood and said I have hypoxemia. It's fluid that's in my lungs. It's called hydrothorax.,Higher Density
"I ' having trouble breathing and I have pain in my chest. I a cough feel fatigued. They some blood tests and said I have hypoxemia, which is low in the blood. ' s due to the fluid in my, which hydrothorax.",Higher Density
"'I will scatter my stone with a dry place, and my stone with a burden. I will both take my body away and it. I will open my head in the heat, and there will be no night in the day. I will keep myself. I write on my hand, and it will not be in the night.'",Higher Density
"Have been very short breath lately, when I ' m just sitting or lying down. It feels like can ' get enough air in lungs. Sometimes I have a sharp pain in, especially when I cough. I have been coughing a lot, and it ' s very and irritating.",Higher Density
"It's hard for me to breathe normally, get short of breathing easily, feel tight in my chest, it's worse when I try to breathe deep, it hurts me so much, I have fever and chills too, and I sweat too much at night, I lose a lot of weight, and I don't have an appetite.",Higher Density
"' to breathe normally, and feel severe pain in chest. have and fever. think I might have some in my lungs.",Higher Density
"I can ' t breathe, and my. also have and a. Sometimes hiccup too. They said it ' s because fluid in my chest cavity.",Higher Density
"I ' been sick for a long time, and I have a cough, and have a chest wound, and it ' s hard to breathe, especially I take a deep breath, and have acute pain chest, and I have fever and cold, I sweat a lot at night, I ' m a little, I feel weak and weary.",Higher Density
"I struggle to breathe, I take, shallow breaths. I have a chest pain, and it increases when I. I cough all the time, and ' very embarrassing. I don ' t well at.",Higher Density
"I have a dry cough doesn ' t away. It makes my ache. It ' to breathe, and it hurts more when I breathe in deeply. I feel in my. I also have a fever and chills, I sweat a lot at night. I ' ve some weight, and I feel very sick.",Higher Density
"'My breath is weak, my chest hurts, I have fever, cough and hiccups, and I have fluids in my chest called chest cramps.'",Higher Density
"Find hard to breathe, I to pant and wheeze. I feel a lot of, and it spikes when I cough. I cough time, and it ' s. I ' m not feeling well at.",Higher Density
"'I had a problem breathing and a pain in my chest. I a, and I felt moved. They measured my blood oxygen, and they said a lack of, and the amount oxygen in blood was very low. That was because the fluid of the, oxygen.'",Higher Density
"Have difficulty, and it ' s very painful. I also have fever, cough and. diagnosed me with pleural, which means I have fluid in.",Higher Density
"I have trouble breathing and chest pain. I also have and I ' m. ran some blood, and they said I have oxygen deficiency, which low the blood, because of the fluid lungs, and the.",Higher Density
"Have problems breathing and I chest pain. also have a cough and I beat. They measured my blood and said I have hypoxemia, is low oxygen in the blood. ' s because the fluid my lungs, which is.",Higher Density
"I saw of breath, and, behold, it was turned to; and I another form, what; and I didn ' know; neither was it in my heart judged: and when I consider thing, all in.",Higher Density
"My chest pain getting worse and can ' t catch my breath. also feel very weak and fatigued. I cough a lot, especially night. They did some found out that I hypoxemia, which enough oxygen in my.",Higher Density
"Have problem with, and I have pain in my chest. also fever, a, and hiccups. have a fluid in my lungs, and it ' s called pleural.",Higher Density
"I have a of breath, and a chest pain. I have a, cough, and. It ' s a condition effusion, is fluid the chest cavity.",Higher Density
"I a problem with breathing, and I a in chest. also a, , and hiccups. I a fluid in my lungs, and it ' s called pleural effusion.",Higher Density
"I can ' t breathe, I ' m suffocating, chest tight, I ' coughing, ' m coughing, ', I ' m coughing. I ' about what ' s to me.",Higher Density
"My chest pain is worse and I can ' t catch my breath. I feel very weak and fatigued. I cough a lot, especially at. They some tests and out that have, means enough in my blood.",Higher Density
"I ' t breathe, chest hurts, I have, cough and, I have chest chest cramps.",Higher Density
"I also have a cough and I feel spent. They tested my blood oxygen and said I had hypoxemia, which is low in oxygen in the blood. It's due to fluid in my lungs, which is hydrothorax.",Higher Density
"I couldn ' t breathe well, to take quick and shallow. I a chest, and it increased when I coughed. I coughed the time, it was very bothersome. didn ' t feel well at all.",Higher Density
"I can ' t breathe well chest pain. I also have a cough and I ' m very tired. They tested my blood and said I have hypoxemia, is low oxygen in blood. ' because the fluid in my lungs, which is.",Higher Density
"It ' s for breathe normally. I get short of breath easily, and I feel a tightness chest. It ' s worse when try to breathe deeply. It hurts a lot. I also a fever chills, I sweat profusely night. I ' ve lost a lot of weight, and I don ' t have any appetite.",Higher Density
"I ' ve coughing for a long time, it ' s dry cough, ' s not causing anything, but it ' s killing my chest, and I can ' breathe, there ' s pressure my chest, it ' s getting worse, and ' s killing me, and it ' s killing me, and I have fever and cold, and I ' m a lot at night, and I ' a little thin, and I ' feeling really sick.",Higher Density
"Couldn ', I had to take quick and shallow breaths, I had of chest, and it increased when I coughed, all the time, and it was so annoying, I didn ' t at all.",Higher Density
"I have a breathing problem, and I have a chest pain. I also have a fever, cough and hiccups. I have a fluid in my lungs, and it's called pleural effusion.",Higher Density
"I have a very, which makes my chest sore, and I have, tightness of my chest, difficulty breathing, difficulty breathing, pain in my chest, pain in chest, my chest, fever and cold, sweating a night, and I ' m a little thin, and I feel.",Higher Density
"'Behold, a long time I was with child; and a little while: I fainted, and there was a breath in me; and it was given to me that I should tell him that it should be given to me.'",Higher Density
"Was trouble breathing normally, I always felt I was gasping for air. chest hurt lot, especially when tried to take deep breath. I coughed a lot, it made me feel worse. I didn ' know what was wrong with me.",Higher Density
"My chest pain is getting. It ' s hard to, especially a deep breath. I feel like I ' m suffocating. also have lot of weight loss, even though I ' m not trying to lose weight. And I ' m cold and shivering, even when it ' s warm outside. I don ' t have any to anything.",Higher Density
"I have a problem breathing, I feel like I'm drowning. My chest is very heavy, and it stings when I cough. I cough a lot, and it's very painful. I'm afraid of what's going on with me.",Higher Density
"I ' breathe properly, I ' m always out of. My chest is very painful, and hurts more I cough. I a constant, and ' s dry. I ' m scared of ' s happening to me.",Higher Density
"I have breathing, I feel like I ' choking. My is very tight, and aches when cough. I cough a lot, it ' very unpleasant. ' m concerned about ' s happening to.",Higher Density
"I trouble breathing, I like I ' m suffocating. My chest is very sore, when cough. a lot, and it ' s harsh. ' m worried about what ' s going on with me.",Higher Density
"I ' been coughing a lot a long time. It ' s a cough, and doesn ' t bring up anything. But it makes my chest ache a lot. I have difficulty breathing, and I feel pressure in my chest. It ' s worse when I breathe in deeply. I feel sharp pain. I have a fever and chills, and I sweat a lot at night. I ' ve lost some weight, and I feel very sick.",Higher Density
"'When I was sore, there was strength in, I it: and some said, I will into my ark, and lay my upon oxen: but I will take away blood, and this is the place man.'",Higher Density
"I, cough and hiccups. I a liquid in, and it ' s pleural.",Higher Density
"Breathing is very for, I have to breathe fast and shallow. I feel lot of pain in my, and it gets worse I cough. cough all the time, and it ' annoying. wish could breathe better.",Higher Density
"I have breathing and I have chest. also have a cough and I feel sapped. They my oxygen said I have hypoxemia, which is low in the blood. ' s because of the fluid in my, which is.",Higher Density
"I have a, and I have chest, and I have fever, cough, and holes. have fluids my, ' called pulse pulse.",Higher Density
"I feel ' m suffocating, there ' a stabbing pain in my chest. I have a fever a as well. And I hiccup a. It ' pleural effusion, and it ' very serious.",Higher Density
"'I am the man with child: is a upon my ark, and I laid the beams thereof in midst it; yea, I have my bars in cloud; I have called the, and the furrows thereof were appointed.'",Higher Density
"My pain is getting I ' t catch breath. I also very weak and fatigued. I cough a lot, especially night. They did tests and out that I have hypoxemia, which means not enough oxygen my blood.",Higher Density
"It ' s hard me to breathe normally. I of breath, and I feel a tightness in chest. It ' worse when I try to breathe. It a lot. I also have a fever and chills, I sweat profusely at night. I ' lost a lot of weight, and I don ' t have any appetite.",Higher Density
"'For the flesh has for, and I have been long ago, and I been, and I have caused my blood cease, saying, "" It the flesh; yes, the sword mine. I have out my soul in my heart, I have poured out my water. ""'",Higher Density
"' s hard for me breathe normally. I have less breath easily, and I feel oppression in my chest. It ' s worse I try to breathe deeply. It hurts. I fever, I sweat abundantly at night. I ' ve lost of weight and have no appetite.",Higher Density
"Breathing is difficult for me, have breathe fast and shallow. I feel a lot of in my chest, it gets worse I cough. I cough all the, and it ' s annoying. wish could breathe better.",Higher Density
"' short breath, and I have a chest. I a fever, cough, and hiccups. I have fluid in chest, and it ' called pleural effusion.",Higher Density
"'Have breathing problems and I chest pains. I also cough I feel depleted. measured oxygen blood and said I have oxygen deficiency, which is hypoxic the, because of the fluid my lungs, which is hydrothrax.'",Higher Density
"It ' s hard to normally, I feel pain in my chest. I itches fever. I think I might some fluid.",Higher Density
"I ' ve been coughing a lot for a long. It ' s a dry cough, and it doesn ' t up anything. But it makes my chest ache a lot. I have difficulty breathing, and a in my chest. It ' s worse I breathe deeply. I sharp pain in my chest. I also have a fever and chills, and I sweat a lot at night. I ' ve lost some weight, and I feel very.",Higher Density
"I ' m breathless, and I have a pain in my chest. I a fever, cough, . have my chest, and it ' s called pleural.",Higher Density
"I ' short of breath, I have a chest pain. have a fever, a cough, and hiccups. I a fluid in, it ' pleural effusion.",Higher Density
"I have terrible chest pain. It ' s hard to breathe, and someone is squeezing my lungs. It ' s worse when I, which is a dry cough that doesn ' t produce any mucus. have a and chills, and I sweat a night. I ' ve lost some weight, and I feel very unwell.",Higher Density
"I have a terrible chest. It ' s hard to breathe, and it like someone is squeezing my lungs. It ' s worse when I cough, is a dry cough that doesn ' t any mucus. I have a and chills, and a lot at night. ' ve lost some weight, and I feel unwell.",Higher Density
"I ' ve been coughing a lot. It ' s dry, doesn ' t bring up phlegm. But it makes my chest ache. Sometimes feel a stabbing when I breathe in. have a fever and chills, and I sweat buckets at night. I ' ve lost some weight, and I feel weak and tired.",Higher Density
"I ' ve been coughing a while. won ' t go away, no matter what do. It hurts chest so much. Sometimes I get a lot of pain inhal. sweat lot night, I get fever and cold. I feel.",Higher Density
"I have trouble, like I ' m suffocating. My chest is sore, and it throbs when I cough. I cough a lot, it '. I ' worried about what ' s on with me.",Higher Density
"Also have fever, cough and hiccups. I a liquid my, it ' s effusion.",Higher Density
"'I had trouble breathing, like suffocating. My chest very sore, and it when I coughed. I lot, and was very harsh. I was worried what was going on with me.'",Higher Density
It's hard for me to breathe. My chest hurts. I cough and it's hot. The doctor says I have a weak chest.,Higher Density
"I find it hard to breathe, I have to pant and wheeze. I feel a lot of chest pain, and it spikes when I cough. I cough all the time, and it's very irritating. I'm not feeling well at all.",Higher Density
"'I have difficulty breathing and I have a chest pain. I also have a cough and I feel exhausted. They checked my blood oxygen and said I had hypoxemia, which is low in oxygen in the blood.'",Higher Density
"I had been feeling very short breath for a while, even when I was just sitting. It felt like I couldn ' get enough air in my lungs. Sometimes I had a sharp pain in my, especially when I coughed. I had been, and it was very dry and.",Higher Density
"'Breathing difficult for, I have a lot chest. also cough lot and have a high temperature. said I pleural effusion.'",Higher Density
"I ' been coughing a lot for time. It ' a dry cough, and it doesn ' clear anything. But it makes my chest hurt a lot. I have problems breathing, and I feel a pressure in my chest. It ' s worse when I breathe in deeply. I feel a pain in my chest. I also have a and chills, and sweat a lot at night. I ' ve some weight, and I feel sick.",Higher Density
"I ' coughing for a long time, and it ' s kind of dry cough, and it doesn ' t help, but hurts my chest, and I can ' t breathe, and ' s pressure on chest, deep are worse, and I have pain in my chest, and I have fever cold, and I sweat a lot at night, and ' m a little thin, and I feel very uncomfortable.",Higher Density
"I have a dry cough that very. makes my chest hurt a lot. I trouble breathing, and I feel a tightness in my chest. It ' s worse when I breathe in. I feel a stabbing pain chest. also have a fever chills, and I sweat lot at night. I ' ve lost some weight, and I feel very bad.",Higher Density
"Breathing is a challenge for me and I chest pain. I also have a and feel. They tested my blood and said I have, is low oxygen in the. It ' s because of the in my lungs, which is.",Higher Density
"I ' lately, it to breathe. Sometimes I have a fever cough. I don ' know what ' s with me.",Higher Density
"I have a dry cough that is very. It makes my chest hurt a lot. I have problems breathing, I feel a in my chest. ' s worse breathe in deeply. a stabbing pain in my chest. I also have a fever chills, and I sweat a lot at night. I ' ve lost some weight, and feel very bad.",Higher Density
"Is hard and have chest pain. I also have a and I low. They my blood oxygen and I have hypoxemia, which is low in the. It ' s due to the fluid in my lungs, which is hydrothorax.",Higher Density
"I trouble breathing, I feel like ' m. My chest very sore, and it throbs I cough. cough a lot, it ' s very harsh. I ' m about what ' s on with.",Higher Density
"I have a heavy chest pain, I a hard, I feel like someone ' s crushing lungs, and worse, I cough, it ' s a cough, it doesn ' produce any slime. I a fever cold, I sweat a lot night. I ' m a, I feel sick.",Higher Density
"I a problem and I have chest. also have cough and I feel down. They checked my blood and said I have hypoxemia, is low in the blood. It ' s from the in my lungs, is hydrothorax.",Higher Density
"I have breathing, and I have a my. I have a fever, a cough, and hiccups. I have fluid chest, and it ' s called effusion.",Higher Density
"I have severe chest, and it ' s hard to, and I feel like someone ' s my. It ' s worse I cough, it ' s a dry cough that doesn ' t produce any mucus. I also have fever and chills, I a at.",Higher Density
